LID,ISO639.3,language,alt.language.name,language.search,lsbranch,ssbranch,sbranch,mbranch,stock,alt.stock.name,stock.search,longitude,latitude,area,continent
1649,iow,Oto,Oto,"Oto, Oto",,,,,Siouan,,Siouan,-96,40.5,Basin and Plains,E N America
1650,iqu,Iquito,Iquito,"Iquito, Iquito",,,,,Zaparoan,,Zaparoan,-74,-3.25,NE South America,S America
1651,irh,Irarutu,Irarutu,"Irarutu, Irarutu",,,South Halmahera-Western New Guinea (SHWNG),Malayo-Polynesian,Austronesian,,Austronesian,133.5,-3,N Coast New Guinea,NG and Oceania
1652,isd,Isnag,Isnag,"Isnag, Isnag",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,121,18.25,Oceania,S/SE Asia
1653,ise,Sign Language Italian,Sign Language Italian,"Sign Language Italian, Sign Language Italian",,,,,Sign Language Italian,,Sign Language Italian,13,42,Europe,W and SW Eurasia
1654,isg,Sign Language Irish,Sign Language Irish,"Sign Language Irish, Sign Language Irish",,,,,Sign Language Irish,,Sign Language Irish,-7.5,53.5,Europe,W and SW Eurasia
1655,isi,Nkem,"Nkem, Nkem-Nkum","Nkem, Nkem, Nkem-Nkum",,,,Bantoid,Benue-Congo,,Benue-Congo,8.58,6.58,African Savannah,Africa
1656,isr,Sign Language Israeli,Sign Language Israeli,"Sign Language Israeli, Sign Language Israeli",,,,,Sign Language Israeli,,Sign Language Israeli,34.83,32,Greater Mesopotamia,W and SW Eurasia
1657,iso,Isoko,Isoko,"Isoko, Isoko",,,,Edoid,Benue-Congo,,Benue-Congo,6.25,5.5,African Savannah,Africa
1658,its,Isekiri,Isekiri,"Isekiri, Isekiri",,,,Yoruboid,Benue-Congo,,Benue-Congo,5.5,5.67,African Savannah,Africa
1659,itv,Itawis,Itawis,"Itawis, Itawis",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,121.5,17.75,Oceania,S/SE Asia
1660,itz,Itzaj,"Itzaj, Itza","Itzaj, Itzaj, Itza",,,,Yucatecan,Mayan,,Mayan,-89.83,17,Mesoamerica,C America
1661,ium,Mien,Mien,"Mien, Mien",,,,,Miao-Yao,Hmong-Mien,"Miao-Yao, Hmong-Mien",111,25,Southeast Asia,S/SE Asia
1662,ivv,Ivatan,Ivatan,"Ivatan, Ivatan",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,122,20.5,Southeast Asia,S/SE Asia
1663,iwm,Iwam,Iwam,"Iwam, Iwam",,,,Iwamic,Sepik,,Sepik,142,-4.33,N Coast New Guinea,NG and Oceania
1664,ixc,Ixcatec,Ixcatec,"Ixcatec, Ixcatec",,,,Popolocan,Otomanguean,Oto-Manguean,"Otomanguean, Oto-Manguean",-97.17,17.83,Mesoamerica,C America
1665,ixi; ixj; ixl,Ixil,Ixil,"Ixil, Ixil",,,Mamean,Quichean-Mamean (Eastern Maya),Mayan,,Mayan,-91,15.5,Mesoamerica,C America
1666,izh,Izhor,"Izhor, Ingrian","Izhor, Izhor, Ingrian",Finno-Saamic,Finno-Volgaic,Finno-Permian,Finno-Ugric,Uralic,,Uralic,29,59,Inner Asia,N-C Asia
1667,izi,Izi,Izi,"Izi, Izi",,,,Igboid,Benue-Congo,,Benue-Congo,8,6.33,African Savannah,Africa
1668,jaa,Jamamadi,Jamamadi,"Jamamadi, Jamamadi",,,,,Arawan,Arauan,"Arawan, Arauan",-67,-7.5,NE South America,S America
1669,jae,JabíÈm,"Yabem, Yabim, JabíÈm","JabíÈm, Yabem, Yabim, JabíÈm",North New Guinea linkage,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,147.78,-6.58,N Coast New Guinea,NG and Oceania
1670,jam,Jamaican Creole,Jamaican Creole,"Jamaican Creole, Jamaican Creole",,,,,Jamaican Creole,,Jamaican Creole,-77.25,18.17,Mesoamerica,C America
1671,jav,Javanese,Javanese,"Javanese, Javanese",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,111,-7,Southeast Asia,S/SE Asia
1672,jaq,Yaqay,Yaqay,"Yaqay, Yaqay",,,,,Marind,,Marind,139.25,-6.58,S New Guinea,NG and Oceania
1673,jar,Jarawa (Nigeria),Jarawa (Nigeria),"Jarawa (Nigeria), Jarawa (Nigeria)",,,,Bantoid,Benue-Congo,,Benue-Congo,10.5,9.5,African Savannah,Africa
1674,jbj,Arandai,Arandai,"Arandai, Arandai",,,,,Marind,,Marind,133,-2.08,N Coast New Guinea,NG and Oceania
1675,jbt,Jabutí_,Jabutí_,"Jabutí_, Jabutí_",,,,Jabutí_,Macro-Ge,,Macro-Ge,-62.25,-12.25,NE South America,S America
1676,jbu,Jukun,Jukun,"Jukun, Jukun",,,,Platoid,Benue-Congo,,Benue-Congo,10.42,6.92,African Savannah,Africa
1677,jeb,Jebero,Jebero,"Jebero, Jebero",,,,,Cahuapanan,,Cahuapanan,-76.5,-5.42,Andean,S America
1678,jeh,Jeh,Jeh,"Jeh, Jeh",,,Bahnaric,Eastern Mon-Khmer,Austroasiatic,,Austroasiatic,107.83,15.17,Southeast Asia,S/SE Asia
1679,jei,Yei,Yei,"Yei, Yei",,,,,Morehead and Upper Maro Rivers,,Morehead and Upper Maro Rivers,140.92,-7.92,S New Guinea,NG and Oceania
1680,jel,Yelmek,Yelmek,"Yelmek, Yelmek",,,,,Bulaka,Bulaka River,"Bulaka, Bulaka River",139.17,-7.67,S New Guinea,NG and Oceania
1681,jet,Manem,Manem,"Manem, Manem",,,,Waris,Border,,Border,140.83,-3,N Coast New Guinea,NG and Oceania
1682,jhi,Jahai,Jahai,"Jahai, Jahai",,Jehaic,Aslian,Southern Mon-Khmer,Austroasiatic,,Austroasiatic,101.5,5.75,Southeast Asia,S/SE Asia
1683,jic,Tol,Tol,"Tol, Tol",,,,,Jicaquean,Tol,"Jicaquean, Tol",-87,14.67,Mesoamerica,C America
1684,jiu,Jino,Jino,"Jino, Jino",,Central Loloish,Loloish,Lolo-Burmese,Sino-Tibetan,,Sino-Tibetan,101,22,Southeast Asia,S/SE Asia
1685,jmd,Yamdena,Yamdena,"Yamdena, Yamdena",,,Central Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,131.5,-7.5,Oceania,NG and Oceania
1686,jna,Zhang-Zhung,Zhang-Zhung,"Zhang-Zhung, Zhang-Zhung",,,,West Himalayish,Sino-Tibetan,,Sino-Tibetan,78.42,31.58,Indic,S/SE Asia
1687,jnj,Yemsa,Yemsa,"Yemsa, Yemsa",,,,,Omotic,,Omotic,37.33,7.83,Greater Abyssinia,Africa
1688,jru,Japreria,Japreria,"Japreria, Japreria",,,,,Cariban,Carib,"Cariban, Carib",-73,10.5,NE South America,S America
1689,jsl,Sign Language Japanese,"Nihon Shuwa,Sign Language Japanese","Sign Language Japanese, Nihon Shuwa,Sign Language Japanese",,,,,Sign Language Japanese,,Sign Language Japanese,139,36,N Coast Asia,N-C Asia
1690,juc,Jurchen,Jurchen,"Jurchen, Jurchen",,,,Southern Tungusic,Tungusic,,Tungusic,130,47,Inner Asia,N-C Asia
1691,jun,Juang,Juang,"Juang, Juang",,,Southern Munda,Munda,Austroasiatic,,Austroasiatic,86,21.33,Indic,S/SE Asia
1692,jup,Hup,Hupda,"Hup, Hupda",,,,,Nadahup,"Nadahup, Makí_, Makí_an, Vaupí©s-Japura, Uaupí©s-Japura ","Nadahup, Nadahup, Makí_, Makí_an, Vaupí©s-Japura, Uaupí©s-Japura ",-69.25,0.17,NE South America,S America
1693,jur,Juruna,Juruna,"Juruna, Juruna",,,,Tupi-Guaraní_,Tupian,,Tupian,-54.5,-5,NE South America,S America
1694,jya,Jiarong,"Jiarong, Gyarong, rGyarong","Jiarong, Jiarong, Gyarong, rGyarong",,,,Qiangic,Sino-Tibetan,,Sino-Tibetan,102,31.5,Southeast Asia,S/SE Asia
1695,kaa,Karakalpak,Karakalpak,"Karakalpak, Karakalpak",,,Kipchak (Northwest Turkic),Common Turkic,Turkic,,Turkic,60,43,Inner Asia,N-C Asia
1696,jmc; old,Chaga,"Chaga, Chagga","Chaga, Chaga, Chagga",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,37,-3,S Africa,Africa
1697,kah,Kara (Central African Republic),Kara (Central African Republic),"Kara (Central African Republic), Kara (Central African Republic)",,,,,Bongo-Bagirmi,,Bongo-Bagirmi,23,10,African Savannah,Africa
1698,kyl,Kalapuya,Kalapuya,"Kalapuya, Kalapuya",,,,,Takelma-Kalapuyan,,Takelma-Kalapuyan,-123,44.5,Alaska-Oregon,W N America
1699,kao,Xasonga,Xasonga,"Xasonga, Xasonga",,,,West Mande,Mande,,Mande,-10.5,14.25,African Savannah,Africa
1700,kap,Bezhta,Bezhta,"Bezhta, Bezhta",,,Tsezic,Daghestanian,Nakh-Daghestanian,"East Caucasian, Northeast Caucasian","Nakh-Daghestanian, East Caucasian, Northeast Caucasian",46.13,42.14,Greater Mesopotamia,W and SW Eurasia
1701,kaq,Capanahua,Capanahua,"Capanahua, Capanahua",,,,Panoan,Pano-Tacanan,,Pano-Tacanan,-74,-7,NE South America,S America
1702,xsm,Kasem,Kasem,"Kasem, Kasem",,,,South Gur,Gur,Voltaic,"Gur, Voltaic",-1.25,11.25,African Savannah,Africa
1703,xaw,Kawaiisu,Kawaiisu,"Kawaiisu, Kawaiisu",,,Numic,Northern Uto-Aztecan,Uto-Aztecan,,Uto-Aztecan,-117.5,36,California,W N America
1704,kay,Kamaiuríç,"Kamayuríç,Kamaiuríç","Kamaiuríç, Kamayuríç,Kamaiuríç",,,,Tupi-Guaraní_,Tupian,,Tupian,-52.67,-12,NE South America,S America
1705,kaz,Kazakh,Kazakh,"Kazakh, Kazakh",,,Kipchak (Northwest Turkic),Common Turkic,Turkic,,Turkic,70,50,Inner Asia,N-C Asia
1706,kbc,Kadiwí©u,"Kadiweu,Kadiwí©u, Caduveo, Mbayíç, Ediu-Adig","Kadiwí©u, Kadiweu,Kadiwí©u, Caduveo, Mbayíç, Ediu-Adig",,,,,Guaicuruan,"Waikuruan, Waykuruan, Guaycuruan","Guaicuruan, Waikuruan, Waykuruan, Guaycuruan",-57,-20,SE South America,S America
1707,kbl,Kanembu,Kanembu,"Kanembu, Kanembu",,,,,Saharan,,Saharan,15,14,African Savannah,Africa
1708,kbp,Kabiyí©,"Kabre,Kabiyí©","Kabiyí©, Kabre,Kabiyí©",,,,South Gur,Gur,Voltaic,"Gur, Voltaic",1.17,9.67,African Savannah,Africa
1709,kbq,Kamano-Kafe,Kamano-Kafe,"Kamano-Kafe, Kamano-Kafe",,,Kamano-Yagaria,Gorokan,Eastern Highlands,,Eastern Highlands,145.67,-6.25,Interior New Guinea,NG and Oceania
1710,kbr,Kefa,Kefa,"Kefa, Kefa",,,,,Omotic,,Omotic,36.25,7.25,Greater Abyssinia,Africa
1711,kbv,Dera,Dera,"Dera, Dera",,,,,Senagi,,Senagi,141,-3.58,N Coast New Guinea,NG and Oceania
1712,kbx,Kambot,"Kambot, Ap Ma Botin, Botin, Kambot, Karaube, Ap Ma","Kambot, Kambot, Ap Ma Botin, Botin, Kambot, Karaube, Ap Ma",,,,,Lower Sepik - Ramu,,Lower Sepik - Ramu,144.13,-4.25,N Coast New Guinea,NG and Oceania
1713,kcg,Gworok,Gworok,"Gworok, Gworok",,,,Platoid,Benue-Congo,,Benue-Congo,8.17,9.92,African Savannah,Africa
1714,kck,Kalanga,Kalanga,"Kalanga, Kalanga",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,27.5,-20.5,S Africa,Africa
1715,kcl,Kela (Apoze),Kela (Apoze),"Kela (Apoze), Kela (Apoze)",North New Guinea linkage,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,147.08,-7.42,S New Guinea,NG and Oceania
1716,kcn,Nubi,"Nubi, Ki-Nubi, Kinubi","Nubi, Nubi, Ki-Nubi, Kinubi",,,,,Nubi,,Nubi,32.08,0.67,S Africa,Africa
1717,kcr,Katla,Katla,"Katla, Katla",,,,,Kordofanian,,Kordofanian,29.33,11.83,African Savannah,Africa
1718,kct,Kaian,Kaian,"Kaian, Kaian",,Watam-Kaian,Watam-Gamay-Awar,Lower Ramu,Lower Sepik - Ramu,,Lower Sepik - Ramu,144.75,-4.08,N Coast New Guinea,NG and Oceania
1719,kcu,Kami,Kami,"Kami, Kami",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,38,-6.75,S Africa,Africa
1720,kcv,Kete,Kete,"Kete, Kete",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,22.83,-7,S Africa,Africa
1721,kde,Makonde,"Makonde, Shimakonde","Makonde, Makonde, Shimakonde",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,40,-11,S Africa,Africa
1722,kdh,Tem,Tem,"Tem, Tem",,,,South Gur,Gur,Voltaic,"Gur, Voltaic",0.5,8.67,African Savannah,Africa
1723,kdj,Karimojong,Karimojong,"Karimojong, Karimojong",,,Teso-Turkana,Eastern Nilotic,Nilotic,,Nilotic,34.17,3,S Africa,Africa
1724,kdm,Kagoma,Kagoma,"Kagoma, Kagoma",,,,Platoid,Benue-Congo,,Benue-Congo,8.17,9.25,African Savannah,Africa
1725,kir,Kirghiz,Kirghiz,"Kirghiz, Kirghiz",,,Kipchak (Northwest Turkic),Common Turkic,Turkic,,Turkic,75,42,Inner Asia,N-C Asia
1726,kdr,Karaim,Karaim,"Karaim, Karaim",,,Kipchak (Northwest Turkic),Common Turkic,Turkic,,Turkic,24.92,54.67,Inner Asia,N-C Asia
1727,kee,Keresan (Santa Ana),Keresan (Santa Ana),"Keresan (Santa Ana), Keresan (Santa Ana)",,,,,Keresan,Keres,"Keresan, Keres",-106.67,35.42,Basin and Plains,E N America
1728,ogo,Kana,"Kana, Khana","Kana, Kana, Khana",,,,Cross River,Benue-Congo,,Benue-Congo,7.42,4.75,African Savannah,Africa
1729,kei,Kei,Kei,"Kei, Kei",,,Central Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,132.92,-5.83,Oceania,NG and Oceania
1730,kek,K'ekchí_,"Kekchí_ , Kekchi , Qeqchí_,K'ekchí_","K'ekchí_, Kekchí_ , Kekchi , Qeqchí_,K'ekchí_",,,Quichean,Quichean-Mamean (Eastern Maya),Mayan,,Mayan,-89.83,16,Mesoamerica,C America
1731,ken,Kenyang,Kenyang,"Kenyang, Kenyang",,,,Bantoid,Benue-Congo,,Benue-Congo,9.5,5.67,African Savannah,Africa
1732,kex,Kokni,Kokni,"Kokni, Kokni",,,Indo-Aryan,Indo-Iranian,Indo-European,,Indo-European,73.5,20.75,Indic,S/SE Asia
1733,kfa,Kodava,Kodava,"Kodava, Kodava",,,South Dravidian I,South Dravidian,Dravidian,,Dravidian,76.83,12.17,Indic,S/SE Asia
1734,kfc,Konda,Konda,"Konda, Konda",,,South Dravidian II (äóùSouth-Centraläóù),South Dravidian,Dravidian,,Dravidian,83,19.5,Indic,S/SE Asia
1736,kff,Koya,Koya,"Koya, Koya",,,South Dravidian II (äóùSouth-Centraläóù),South Dravidian,Dravidian,,Dravidian,81.33,17.5,Indic,S/SE Asia
1737,kfq,Korku,Korku,"Korku, Korku",,,Northern Munda,Munda,Austroasiatic,,Austroasiatic,77.8,21.1,Indic,S/SE Asia
1738,kfy,Kumauni,Kumauni,"Kumauni, Kumauni",,Central Indo-Aryan,Indo-Aryan,Indo-Iranian,Indo-European,,Indo-European,80,30,Indic,S/SE Asia
1739,kgg,Kusunda,Kusunda,"Kusunda, Kusunda",,,,,Kusunda,,Kusunda,84.67,28,Indic,S/SE Asia
1740,kgk,Kaiwíç,Kaiwíç,"Kaiwíç, Kaiwíç",,,,Tupi-Guaraní_,Tupian,,Tupian,-55,-25,SE South America,S America
1741,kgp,Kaingang,Kaingang,"Kaingang, Kaingang",,,Southern Ge,Ge,Macro-Ge,,Macro-Ge,-52,-26,SE South America,S America
1742,kgq,Kamoro,Kamoro,"Kamoro, Kamoro",,,,Asmat-Kamoro,Macro-Ok,,Macro-Ok,136,-4.33,S New Guinea,NG and Oceania
1743,kgr,Abun,Abun,"Abun, Abun",,,,,West Papuan,,West Papuan,132.5,-0.5,N Coast New Guinea,NG and Oceania
1744,kgs,Gumbaynggir,Gumbaynggir,"Gumbaynggir, Gumbaynggir",,,,Gumbaynggiric,Pama-Nyungan,,Pama-Nyungan,152.5,-30.17,S Australia,Australia
1745,knk,Koranko,Koranko,"Koranko, Koranko",,,,West Mande,Mande,,Mande,-11.25,9.33,African Savannah,Africa
1746,khb,Lí_,Lí_,"Lí_, Lí_",,,,,Tai-Kadai,,Tai-Kadai,100.67,22,Southeast Asia,S/SE Asia
1747,khd,Kanum (Bí_di),Kanum (Bí_di),"Kanum (Bí_di), Kanum (Bí_di)",,,,,Morehead and Upper Maro Rivers,,Morehead and Upper Maro Rivers,140.75,-8.83,S New Guinea,NG and Oceania
1748,khl,Kaliai-Kove,Kaliai-Kove,"Kaliai-Kove, Kaliai-Kove",North New Guinea linkage,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,149.67,-5.58,N Coast New Guinea,NG and Oceania
1749,xuo,Koh (Lakka),Koh (Lakka),"Koh (Lakka), Koh (Lakka)",,,,,Adamawa-Ubangi,,Adamawa-Ubangi,15.5,8,African Savannah,Africa
1750,khr,Kharia,Kharia,"Kharia, Kharia",,,Southern Munda,Munda,Austroasiatic,,Austroasiatic,84.33,22.5,Indic,S/SE Asia
1751,khv,Khwarshi,Khvarshi,"Khwarshi, Khvarshi",,,Tsezic,Daghestanian,Nakh-Daghestanian,"East Caucasian, Northeast Caucasian","Nakh-Daghestanian, East Caucasian, Northeast Caucasian",46.17,42.25,Greater Mesopotamia,W and SW Eurasia
1752,khw,Khowar,Khowar,"Khowar, Khowar",,,Nuristani,Indo-Iranian,Indo-European,,Indo-European,72,36,Indic,S/SE Asia
1753,kia,Kosop,Kosop,"Kosop, Kosop",,,,,Adamawa-Ubangi,,Adamawa-Ubangi,15.92,9.92,African Savannah,Africa
1754,kic,Kickapoo,Kickapoo,"Kickapoo, Kickapoo",,,,Algonquian,Algic,,Algic,-84,42.25,E North America,E N America
1755,kii,Kitsai,Kitsai,"Kitsai, Kitsai",,,,,Caddoan,,Caddoan,-96.5,31.83,Basin and Plains,E N America
1756,kam,Kamba,Kamba,"Kamba, Kamba",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,38,-1.5,S Africa,Africa
1757,xte,Ketengban,Ketengban,"Ketengban, Ketengban",,,,Eastern Mek,Mek,,Mek,140.5,-4.5,Interior New Guinea,NG and Oceania
1758,hbb,Kilba,Kilba,"Kilba, Kilba",,,,Biu-Mandara (Central Chadic),Chadic,,Chadic,13.17,10.33,African Savannah,Africa
1759,zga,Kinga,Kinga,"Kinga, Kinga",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,34,-9,S Africa,Africa
1760,kjb,Kanjobal (Eastern),Kanjobal (Eastern),"Kanjobal (Eastern), Kanjobal (Eastern)",,,Kanjobalan,Greater Kanjobalan,Mayan,,Mayan,-91.67,15.33,Mesoamerica,C America
1761,kjc,Konjo,Konjo,"Konjo, Konjo",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,120.33,-5.47,Oceania,NG and Oceania
1762,kje,Kisar,Kisar,"Kisar, Kisar",,,Central Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,127.12,-8.08,Oceania,NG and Oceania
1763,kjh,Khakas,Khakas,"Khakas, Khakas",,Siberian,Northern Turkish,Common Turkic,Turkic,,Turkic,90,53,Inner Asia,N-C Asia
1764,kjn,Kunjen,Kunjen,"Kunjen, Kunjen",,,Kunjen,Paman,Pama-Nyungan,,Pama-Nyungan,142.5,-16.5,N Australia,Australia
1765,kjp,Karen (Pwo),Karen (Pwo),"Karen (Pwo), Karen (Pwo)",,,,Karenic,Sino-Tibetan,,Sino-Tibetan,99.17,13,Southeast Asia,S/SE Asia
1766,kju,Kashaya,Kashaya,"Kashaya, Kashaya",,,,,Pomoan,Pomo,"Pomoan, Pomo",-123.33,38.67,California,W N America
1767,gio,Gelao,Gelao,"Gelao, Gelao",,,,,Tai-Kadai,,Tai-Kadai,105.5,22.92,Southeast Asia,S/SE Asia
1768,kki,Kaguru,Kaguru,"Kaguru, Kaguru",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,37,-6.33,S Africa,Africa
1769,kkk,Kokota,Kokota,"Kokota, Kokota",Meso-Melanesian linkage,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,159.13,-8,Oceania,NG and Oceania
1770,kkl,Yale (Kosarek),Yale (Kosarek),"Yale (Kosarek), Yale (Kosarek)",,,,Western Mek,Mek,,Mek,139.5,-4.08,Interior New Guinea,NG and Oceania
1771,kkw,Teke (Southern),Teke (Southern),"Teke (Southern), Teke (Southern)",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,14.5,-2.33,S Africa,Africa
1772,kky,Guugu Yimidhirr,Guugu Yimidhirr,"Guugu Yimidhirr, Guugu Yimidhirr",,,,Guugu Yimidhirr,Pama-Nyungan,,Pama-Nyungan,144.83,-15,N Australia,Australia
1773,klb,Kiliwa,Kiliwa,"Kiliwa, Kiliwa",,,,,Yuman,Yuman-Cochimí_,"Yuman, Yuman-Cochimí_",-115.67,31.33,Mesoamerica,C America
1774,kld,Gamilaraay,"Gamilaraay, Camileroi, Gamilaroi, Kamilaroi","Gamilaraay, Gamilaraay, Camileroi, Gamilaroi, Kamilaroi",,,,Wiraduric,Pama-Nyungan,,Pama-Nyungan,149.5,-29.83,S Australia,Australia
1775,kle,Kulung,Kulung,"Kulung, Kulung",Khambu,Central Kiranti,Central-Eastern Kiranti,Kiranti,Sino-Tibetan,,Sino-Tibetan,87,27.5,Indic,S/SE Asia
1776,nnb,Nande,"Nandi, Kinande","Nande, Nandi, Kinande",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,35,0.25,S Africa,Africa
1777,klq,Rumu,Rumu,"Rumu, Rumu",,,,,Turama-Kikori,,Turama-Kikori,144.25,-7.17,Interior New Guinea,NG and Oceania
1778,klr,Khaling,Khaling,"Khaling, Khaling",,Upper Dudhkosi,Western Kiranti,Kiranti,Sino-Tibetan,,Sino-Tibetan,86.67,27.5,Indic,S/SE Asia
1779,kls,Kalasha,Kalasha,"Kalasha, Kalasha",,,Nuristani,Indo-Iranian,Indo-European,,Indo-European,72,35,Indic,S/SE Asia
1780,klu,Klao,Klao,"Klao, Klao",,,,West Kru,Kru,,Kru,-8.75,4.75,African Savannah,Africa
1781,kma,Konni,Konni,"Konni, Konni",,,,North Gur,Gur,Voltaic,"Gur, Voltaic",-1.58,10.25,African Savannah,Africa
1782,kmh,Kalam,Kalam,"Kalam, Kalam",,,Kalam-Kobon,Kalamic-South Adelbert,Madang,Madang-Adelbert Range,"Madang, Madang-Adelbert Range",144.58,-5.25,Interior New Guinea,NG and Oceania
1784,kmo,Kwoma,"Kwoma, Washuk","Kwoma, Kwoma, Washuk",,,,Nukuma,Sepik,,Sepik,142.75,-4.17,N Coast New Guinea,NG and Oceania
1785,kmt,Kemtuik,Kemtuik,"Kemtuik, Kemtuik",,,,,Nimboran,,Nimboran,140.33,-2.67,N Coast New Guinea,NG and Oceania
1786,kne,Kankanay,Kankanay,"Kankanay, Kankanay",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,120.58,16.75,Oceania,S/SE Asia
1787,knj,Kanjobal (Western),"Kanjobal (Western), Acateco, Acatec, San Miguel Acatíçn Kanjobal, Conob, Western Kanjobal, Western Q'anjob'al","Kanjobal (Western), Kanjobal (Western), Acateco, Acatec, San Miguel Acatíçn Kanjobal, Conob, Western Kanjobal, Western Q'anjob'al",,,Kanjobalan,Greater Kanjobalan,Mayan,,Mayan,-91.83,15.83,Mesoamerica,C America
1788,knn,Konkani,Konkani,"Konkani, Konkani",,Southwestern Indo-Aryan,Indo-Aryan,Indo-Iranian,Indo-European,,Indo-European,74,15.25,Indic,S/SE Asia
1789,knm,Canamarí_,Canamarí_,"Canamarí_, Canamarí_",,,,,Katukinan,,Katukinan,-68.5,-6.5,NE South America,S America
1790,kny,Kanyok,Kanyok Luba,"Kanyok, Kanyok Luba",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,23.58,-7.33,S Africa,Africa
1791,koe,Baale,Baale,"Baale, Baale",,,,,Surmic,,Surmic,34.5,6.5,Greater Abyssinia,Africa
1792,kog,Cogui,Cogui,"Cogui, Cogui",,,Arhuacan,Chibchan,Chibchan,,Chibchan,-73.83,11,NE South America,S America
1793,kmw,Komo,Komo,"Komo, Komo",,,,,Koman,,Koman,33.75,8.75,Greater Abyssinia,Africa
1795,ksh,German (Ripuarian),German (Ripuarian),"German (Ripuarian), German (Ripuarian)",,,West Germanic,Germanic,Indo-European,,Indo-European,7,51,Europe,W and SW Eurasia
1796,xon,Konkomba,Konkomba,"Konkomba, Konkomba",,,,North Gur,Gur,Voltaic,"Gur, Voltaic",0.08,10,African Savannah,Africa
1797,kot,Lagwan,Lagwan,"Lagwan, Lagwan",,,,Biu-Mandara (Central Chadic),Chadic,,Chadic,14.83,11.5,African Savannah,Africa
1798,koy,Koyukon,Koyukon,"Koyukon, Koyukon",,,,Athabaskan,Na-Dene,,Na-Dene,-155,65,Alaska-Oregon,W N America
1799,kpc,Curripaco,Curripaco,"Curripaco, Curripaco",,,,North Amazonian,Arawakan,Maipurean,"Arawakan, Maipurean",-68.5,2.5,NE South America,S America
1800,kpe,Kpelle,Kpelle,"Kpelle, Kpelle",,,,West Mande,Mande,,Mande,-10,7,African Savannah,Africa
1801,kpg,Kapingamarangi,Kapingamarangi,"Kapingamarangi, Kapingamarangi",Eastern Fijian-Polynesian linkage,Central Pacific,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,154.75,1.05,Oceania,NG and Oceania
1802,kpj,Javaí©,"Javahe, Javaí©, Chamboa, Xambioíç, Yní£","Javaí©, Javahe, Javaí©, Chamboa, Xambioíç, Yní£",,,,Karajíç,Macro-Ge,,Macro-Ge,-50.33,-10,NE South America,S America
1803,kpk,Kpan,Kpan,"Kpan, Kpan",,,,Platoid,Benue-Congo,,Benue-Congo,10.17,7.58,African Savannah,Africa
1804,kpm,Sre,Sre,"Sre, Sre",,,Bahnaric,Eastern Mon-Khmer,Austroasiatic,,Austroasiatic,108,11.5,Southeast Asia,S/SE Asia
1805,kpo,Kposo,Kposo,"Kposo, Kposo",,,,Ka-Togo,Kwa,,Kwa,0.83,7.5,African Savannah,Africa
1806,kpr,Korafe,Korafe,"Korafe, Korafe",,,Nuclear Binanderean,Binanderean,Greater Binanderean,,Greater Binanderean,149.08,-9.05,S New Guinea,NG and Oceania
1807,kpt,Karata,Karata,"Karata, Karata",,Andic,Avar-Andic,Daghestanian,Nakh-Daghestanian,"East Caucasian, Northeast Caucasian","Nakh-Daghestanian, East Caucasian, Northeast Caucasian",46.34,42.6,Greater Mesopotamia,W and SW Eurasia
1808,kpy,Koryak,Koryak,"Koryak, Koryak",,,Southern Chukotkan,Chukotkan,Chukchi-Kamchatkan,,Chukchi-Kamchatkan,167,61,N Coast Asia,N-C Asia
1809,kpz,Sebei,Sebei,"Sebei, Sebei",,,Kalenjin,Southern Nilotic,Nilotic,,Nilotic,34.58,1.33,S Africa,Africa
1810,kqi,Koita,Koita,"Koita, Koita",,,,Koiaric,Koiarian,,Koiarian,147.08,-9.33,S New Guinea,NG and Oceania
