LID,ISO639.3,language,alt.language.name,language.search,lsbranch,ssbranch,sbranch,mbranch,stock,alt.stock.name,stock.search,longitude,latitude,area,continent
801,xtz,Tasmanian (Oyster Bay to Pitwater),Tasmanian (Oyster Bay to Pitwater),"Tasmanian (Oyster Bay to Pitwater), Tasmanian (Oyster Bay to Pitwater)",,,,,Tasmanian,,Tasmanian,147.75,-42.5,S Australia,Australia
803,tpw,Tupi,Tupi,"Tupi, Tupi",,,,Tupi-Guaraní_,Tupian,,Tupian,-36,-6,NE South America,S America
804,,Tzeltal,Tzeltal,"Tzeltal, Tzeltal",,,Tzeltalan,Greater Tzeltalan,Mayan,,Mayan,-92.25,16.83,Mesoamerica,C America
805,uzb,Uzbek,Uzbek,"Uzbek, Uzbek",,,Karluk (Southeastern Turkic),Common Turkic,Turkic,,Turkic,66,39,Inner Asia,N-C Asia
806,gjm,Warrnambool,Kuurn Kopan Noot,"Warrnambool, Kuurn Kopan Noot",,,,Kulinic,Pama-Nyungan,,Pama-Nyungan,142.5,-38.25,S Australia,Australia
808,,Wathawurrung,Wathawurrung,"Wathawurrung, Wathawurrung",,,,Kulinic,Pama-Nyungan,,Pama-Nyungan,144,-38,S Australia,Australia
810,,Western Desert (Ooldea),Western Desert (Ooldea),"Western Desert (Ooldea), Western Desert (Ooldea)",,,Wati,Southwestern Pama-Nyungan,Pama-Nyungan,,Pama-Nyungan,132,-30.5,S Australia,Australia
811,,Woiwurrung,Wuywurrung,"Woiwurrung, Wuywurrung",,,,Kulinic,Pama-Nyungan,,Pama-Nyungan,145.5,-37.5,S Australia,Australia
812,,Womo,Womo,"Womo, Womo",,Serra Hills,,Skou-Serra-Warapu,Macro-Skou,Sko,"Macro-Skou, Sko",141.83,-2.92,N Coast New Guinea,NG and Oceania
813,,Yaygir,Yaygir,"Yaygir, Yaygir",,,,Gumbaynggiric,Pama-Nyungan,,Pama-Nyungan,153,-29.67,S Australia,Australia
814,ydd,Yiddish,Yiddish,"Yiddish, Yiddish",,,West Germanic,Germanic,Indo-European,,Indo-European,23,52,Europe,W and SW Eurasia
815,,Yorta Yorta,Yorta Yorta,"Yorta Yorta, Yorta Yorta",,,,Yotayotic,Pama-Nyungan,,Pama-Nyungan,146,-36,S Australia,Australia
817,,Yurimangí_,Yurimangí_,"Yurimangí_, Yurimangí_",,,,,Yurimangí_,,Yurimangí_,-77,3.83,Andean,S America
818,aaa,Ghotuo,Ghotuo,"Ghotuo, Ghotuo",,,,Edoid,Benue-Congo,,Benue-Congo,5.75,7.08,African Savannah,Africa
819,aal,Kotoko,Kotoko,"Kotoko, Kotoko",,,,Biu-Mandara (Central Chadic),Chadic,,Chadic,15.33,11.33,African Savannah,Africa
820,aau,Abau,Abau,"Abau, Abau",,,,,Sepik,,Sepik,141.25,-4,N Coast New Guinea,NG and Oceania
821,abb,Bankon,Bankon,"Bankon, Bankon",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,9.58,4.42,African Savannah,Africa
822,abe,Abenaki (Western),Abenaki (Western),"Abenaki (Western), Abenaki (Western)",,,,Algonquian,Algic,,Algic,-72.25,44,E North America,E N America
823,abi,Abidji,Abidji,"Abidji, Abidji",,,,,Kwa,,Kwa,-4.58,5.67,African Savannah,Africa
824,abq,Abaza,Abaza,"Abaza, Abaza",Abkhaz-Abaza,,,Abkhazian-Ubykh,West Caucasian,"Northwest Caucasian, Abkhaz-Adyghe","West Caucasian, Northwest Caucasian, Abkhaz-Adyghe",42,44,Greater Mesopotamia,W and SW Eurasia
825,aca,Achagua,Achagua,"Achagua, Achagua",,,,,Arawakan,Maipurean,"Arawakan, Maipurean",-72.25,4.42,NE South America,S America
826,acc,Achí_,"Achi,Achí_","Achí_, Achi,Achí_",,,Quichean,Quichean-Mamean (Eastern Maya),Mayan,,Mayan,-90.5,15.17,Mesoamerica,C America
827,abj,Aka-Biada,Aka-Biada,"Aka-Biada, Aka-Biada",,,,Great Andamanese,Great Andamanese,,Great Andamanese,92.5,11.67,Southeast Asia,S/SE Asia
828,acv,Achumawi,Achumawi,"Achumawi, Achumawi",,,,,Palaihninan,,Palaihninan,-121,41.5,Basin and Plains,W N America
829,aci,Aka-Cari,Aka-Cari,"Aka-Cari, Aka-Cari",,,,Great Andamanese,Great Andamanese,,Great Andamanese,93,13.5,Southeast Asia,S/SE Asia
830,acm,Arabic (Iraqi),Arabic (Iraqi),"Arabic (Iraqi), Arabic (Iraqi)",Arabic,South-Central Semitic,Central (West Semitic),West Semitic,Semitic,,Semitic,44,33,Greater Mesopotamia,W and SW Eurasia
831,acn,Achang,Achang,"Achang, Achang",,,Burmish,Lolo-Burmese,Sino-Tibetan,,Sino-Tibetan,98.5,25,Southeast Asia,S/SE Asia
832,acu,Achuar,Achuar,"Achuar, Achuar",,,,,Jivaroan,,Jivaroan,-76,-3,NE South America,S America
833,acw,Arabic (Hijazi),Arabic (Hijazi),"Arabic (Hijazi), Arabic (Hijazi)",Arabic,South-Central Semitic,Central (West Semitic),West Semitic,Semitic,,Semitic,38,26,Greater Mesopotamia,W and SW Eurasia
834,acy,Arabic (Kormakiti),"Arabic (Kormakiti), Arabic (Cypriot)","Arabic (Kormakiti), Arabic (Kormakiti), Arabic (Cypriot)",Arabic,South-Central Semitic,Central (West Semitic),West Semitic,Semitic,,Semitic,33.5,35.25,Greater Mesopotamia,W and SW Eurasia
835,adj,Adioukrou,Adioukrou,"Adioukrou, Adioukrou",,,,,Kwa,,Kwa,-4.58,5.42,African Savannah,Africa
836,ads,Sign Language Adamorobe,Sign Language Adamorobe,"Sign Language Adamorobe, Sign Language Adamorobe",,,,,Sign Language Adamorobe,,Sign Language Adamorobe,-0.17,5.83,African Savannah,Africa
837,adt,Adynyamathanha,Adynyamathanha,"Adynyamathanha, Adynyamathanha",,,Yura,Southwestern Pama-Nyungan,Pama-Nyungan,,Pama-Nyungan,139.5,-30.5,S Australia,Australia
838,adx,Amdo,Amdo,"Amdo, Amdo",,Eastern Kham Tibetan,Tibetan,Bodic,Sino-Tibetan,,Sino-Tibetan,100,35,Inner Asia,N-C Asia
839,aeb,Arabic (Tunisian),Arabic (Tunisian),"Arabic (Tunisian), Arabic (Tunisian)",Arabic,South-Central Semitic,Central (West Semitic),West Semitic,Semitic,,Semitic,10.25,36.75,N Africa,Africa
840,aed,Sign Language Argentinian,"Lengua de Seí±as Argentina,Sign Language Argentinian","Sign Language Argentinian, Lengua de Seí±as Argentina,Sign Language Argentinian",,,,,Sign Language Argentinian,,Sign Language Argentinian,-63,-34,SE South America,S America
841,pqa,Pa'a,Pa'a,"Pa'a, Pa'a",,,West - B (West Chadic),West Chadic,Chadic,,Chadic,9.25,11,African Savannah,Africa
842,afb,Arabic (Gulf),Arabic (Gulf),"Arabic (Gulf), Arabic (Gulf)",Arabic,South-Central Semitic,Central (West Semitic),West Semitic,Semitic,,Semitic,49,26,Greater Mesopotamia,W and SW Eurasia
843,abv,Arabic (Bahrain),Arabic (Bahrain),"Arabic (Bahrain), Arabic (Bahrain)",Arabic,South-Central Semitic,Central (West Semitic),West Semitic,Semitic,,Semitic,50.5,26,Greater Mesopotamia,W and SW Eurasia
844,afr,Afrikaans,Afrikaans,"Afrikaans, Afrikaans",,,West Germanic,Germanic,Indo-European,,Indo-European,22,-31,S Africa,Africa
845,afn,Defaka,Defaka,"Defaka, Defaka",,,,,Ijoid,,Ijoid,7.5,4.58,African Savannah,Africa
846,aar,Qafar,Qafar,"Qafar, Qafar",,,,Eastern Cushitic,Cushitic,,Cushitic,42,12,Greater Abyssinia,Africa
847,afz,Obokuitai,Obokuitai,"Obokuitai, Obokuitai",,,,Tariku,Lakes Plain,,Lakes Plain,138,-3,Interior New Guinea,NG and Oceania
848,agd,Agarabi,Agarabi,"Agarabi, Agarabi",,,,Kainantu,Eastern Highlands,,Eastern Highlands,146,-6.17,N Coast New Guinea,NG and Oceania
849,agg,Anggor,Anggor,"Anggor, Anggor",,,,,Senagi,,Senagi,141.17,-3.75,N Coast New Guinea,NG and Oceania
850,agh,Lebeo,Lebeo,"Lebeo, Lebeo",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,25,1.75,S Africa,Africa
851,agm,Angaatiha,"Angaatiha, Langimar, Angataha, Angaatiya, Angaatiha, Angaataha","Angaatiha, Angaatiha, Langimar, Angataha, Angaatiya, Angaatiha, Angaataha",,,,,Angan,,Angan,146.25,-7.22,Interior New Guinea,NG and Oceania
852,agq,Aghem,Aghem,"Aghem, Aghem",,,Grassfields Bantu,Bantoid,Benue-Congo,,Benue-Congo,10,6.67,African Savannah,Africa
853,agr,Aguaruna,Aguaruna,"Aguaruna, Aguaruna",,,,,Jivaroan,,Jivaroan,-78,-5,Andean,S America
854,agt,Agta (Central),Agta (Central),"Agta (Central), Agta (Central)",,,,Malayo-Polynesian,Austronesian,,Austronesian,121.83,17.97,Oceania,S/SE Asia
855,agu,Aguacatec,Aguacatec,"Aguacatec, Aguacatec",,,Mamean,Quichean-Mamean (Eastern Maya),Mayan,,Mayan,-91.33,15.42,Mesoamerica,C America
856,agx,Aghul,Aghul,"Aghul, Aghul",Western Samurian,Samurian (core Lezgian),Lezgian,Daghestanian,Nakh-Daghestanian,"East Caucasian, Northeast Caucasian","Nakh-Daghestanian, East Caucasian, Northeast Caucasian",47.67,41.75,Greater Mesopotamia,W and SW Eurasia
857,ahh,Aghu,Aghu,"Aghu, Aghu",,,,Awyu-Dumut,Macro-Ok,,Macro-Ok,140.17,-6.17,S New Guinea,NG and Oceania
858,ahi; ahm; ahp,Aizi,Aizi,"Aizi, Aizi",,,,,Kru,,Kru,-4.5,5.25,African Savannah,Africa
859,aht,Ahtna,Ahtna,"Ahtna, Ahtna",,,,Athabaskan,Na-Dene,,Na-Dene,-145,62,Alaska-Oregon,W N America
860,aia,Arosi,Arosi,"Arosi, Arosi",Longgu/Malaita/Makira,Southeast Solomonic,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,161.33,-10.25,Oceania,NG and Oceania
861,aib,Aynu,Aynu,"Aynu, Aynu",,Uyghur,Karluk (Southeastern Turkic),Common Turkic,Turkic,,Turkic,76,39.5,Inner Asia,N-C Asia
862,aie,Amara,Amara,"Amara, Amara",North New Guinea linkage,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,148.5,-5.67,N Coast New Guinea,NG and Oceania
863,aii,Neo-Aramaic (Assyrian),"Neo-Aramaic (Assyrian), Aisor","Neo-Aramaic (Assyrian), Neo-Aramaic (Assyrian), Aisor",Aramaic,Aramaic,Central (West Semitic),West Semitic,Semitic,,Semitic,41,36,Greater Mesopotamia,W and SW Eurasia
864,aij,Neo-Aramaic (Arbel Jewish),Neo-Aramaic (Arbel Jewish),"Neo-Aramaic (Arbel Jewish), Neo-Aramaic (Arbel Jewish)",Aramaic,Aramaic,Central (West Semitic),West Semitic,Semitic,,Semitic,35,31.75,Greater Mesopotamia,W and SW Eurasia
865,aiz,Aari,Aari,"Aari, Aari",,,,,Omotic,,Omotic,36.58,6,Greater Abyssinia,Africa
866,aja,Aja,Aja,"Aja, Aja",,,,,Kresh-Aja,,Kresh-Aja,25.67,7.33,African Savannah,Africa
867,aji,Ajie,"Houailou , Wailu , Ajií‚,Ajií_, Aije","Ajie, Houailou , Wailu , Ajií‚,Ajií_, Aije",Southern Melanesian,Southern Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,165.5,-21.33,Oceania,NG and Oceania
868,ajp,Arabic (Palestinian),Arabic (Palestinian),"Arabic (Palestinian), Arabic (Palestinian)",Arabic,South-Central Semitic,Central (West Semitic),West Semitic,Semitic,,Semitic,35.25,32,Greater Mesopotamia,W and SW Eurasia
869,akc,Mpur,Mpur,"Mpur, Mpur",,,,,Amberbakan-Kebar,,Amberbakan-Kebar,133.25,-0.75,N Coast New Guinea,NG and Oceania
870,akl,Aklanon,Aklanon,"Aklanon, Aklanon",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,122.33,11.58,Oceania,S/SE Asia
871,akr,Araki,Araki,"Araki, Araki",North Vanuatu Linkage,Southern Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,166.92,-15.67,Oceania,NG and Oceania
872,akv,Akhvakh,Akhvakh,"Akhvakh, Akhvakh",,Andic,Avar-Andic,Daghestanian,Nakh-Daghestanian,"East Caucasian, Northeast Caucasian","Nakh-Daghestanian, East Caucasian, Northeast Caucasian",46.33,42.33,Greater Mesopotamia,W and SW Eurasia
873,akx,Aka-Kede,Aka-Kede,"Aka-Kede, Aka-Kede",,,,Great Andamanese,Great Andamanese,,Great Andamanese,92.75,12.75,Southeast Asia,S/SE Asia
875,ald,Alladian,Alladian,"Alladian, Alladian",,,,,Kwa,,Kwa,-4.33,5.17,African Savannah,Africa
876,alq,Algonquin,Algonquin,"Algonquin, Algonquin",,,,Algonquian,Algic,,Algic,-77,46,E North America,E N America
877,alo,Larike,Larike,"Larike, Larike",,Central Maluku,Central Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,127.92,-3.75,Oceania,NG and Oceania
878,alp,Alune,Alune,"Alune, Alune",,Central Maluku,Central Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,128.33,-3,Oceania,NG and Oceania
879,alr,Alutor,Alutor,"Alutor, Alutor",,,Southern Chukotkan,Chukotkan,Chukchi-Kamchatkan,,Chukchi-Kamchatkan,165,61,N Coast Asia,N-C Asia
880,alt,Altai (Southern),Altai (Southern),"Altai (Southern), Altai (Southern)",,Siberian,Northern Turkish,Common Turkic,Turkic,,Turkic,87,51,Inner Asia,N-C Asia
881,alu,'Are'are,'Are'are,"'Are'are, 'Are'are",Longgu/Malaita/Makira,Southeast Solomonic,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,161.17,-9.25,Oceania,NG and Oceania
882,ais; ami; amy,Amis,Amis,"Amis, Amis",,,,East Formosan,Austronesian,,Austronesian,121.33,23.33,Southeast Asia,S/SE Asia
883,aly,Alyawarra,Alyawarra,"Alyawarra, Alyawarra",,,,Arandic,Pama-Nyungan,,Pama-Nyungan,135,-22.5,S Australia,Australia
884,amc,Amahuaca,Amahuaca,"Amahuaca, Amahuaca",,,,Panoan,Pano-Tacanan,,Pano-Tacanan,-72.5,-10.5,NE South America,S America
885,ame,Amuesha,Amuesha,"Amuesha, Amuesha",,,,,Arawakan,Maipurean,"Arawakan, Maipurean",-75.42,-10.5,Andean,S America
886,amf,Hamer,Hamer,"Hamer, Hamer",,,,,Omotic,,Omotic,36.5,5,Greater Abyssinia,Africa
887,amk,Ambai,Ambai,"Ambai, Ambai",,,South Halmahera-Western New Guinea (SHWNG),Malayo-Polynesian,Austronesian,,Austronesian,136.5,-1.83,N Coast New Guinea,NG and Oceania
888,amo,Amo,Amo,"Amo, Amo",,,,Kainji,Benue-Congo,,Benue-Congo,8.67,10.33,African Savannah,Africa
889,amr,Amarakaeri,Amarakaeri,"Amarakaeri, Amarakaeri",,,,,Harakmbut,"Tuyoneri, Harakmbut","Harakmbut, Tuyoneri, Harakmbut",-70.5,-12.5,NE South America,S America
890,amu,Amuzgo,Amuzgo,"Amuzgo, Amuzgo",,,,,Otomanguean,Oto-Manguean,"Otomanguean, Oto-Manguean",-98,16.83,Mesoamerica,C America
891,zmr,Emmi,Emmi,"Emmi, Emmi",,,,,Western Daly,,Western Daly,130,-13.5,N Australia,Australia
892,anc,Angas,Angas,"Angas, Angas",Bole-Angas group,,West - A (West Chadic),West Chadic,Chadic,,Chadic,9.5,9.5,African Savannah,Africa
893,ane,Xí¢rí¢cí_í_,"Xaracuu, Xí¢rí¢cí_í_, Canala","Xí¢rí¢cí_í_, Xaracuu, Xí¢rí¢cí_í_, Canala",Southern Melanesian,Southern Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,166,-21.67,Oceania,NG and Oceania
894,anh,Nend,Nend,"Nend, Nend",,,South Adelbert,Kalamic-South Adelbert,Madang,Madang-Adelbert Range,"Madang, Madang-Adelbert Range",144.92,-5,N Coast New Guinea,NG and Oceania
895,ani,Andi,Andi,"Andi, Andi",,Andic,Avar-Andic,Daghestanian,Nakh-Daghestanian,"East Caucasian, Northeast Caucasian","Nakh-Daghestanian, East Caucasian, Northeast Caucasian",46.27,42.79,Greater Mesopotamia,W and SW Eurasia
896,ank,Goemai,Goemai,"Goemai, Goemai",Bole-Angas group,,West - A (West Chadic),West Chadic,Chadic,,Chadic,9.75,8.67,African Savannah,Africa
897,ann,Obolo,Obolo,"Obolo, Obolo",,,,Cross River,Benue-Congo,,Benue-Congo,7.83,4.58,African Savannah,Africa
898,ano,Andoke,"Andoke, Andoque, Cho'oje, Patsiahí©","Andoke, Andoke, Andoque, Cho'oje, Patsiahí©",,,,,Andoke,,Andoke,-72,-0.67,NE South America,S America
899,anq,Jarawa (Andamans),Jarawa (Andamans),"Jarawa (Andamans), Jarawa (Andamans)",,,,,Jarawa Andamanese,,Jarawa Andamanese,92.58,12,Southeast Asia,S/SE Asia
900,anu,Anywa,Anywa,"Anywa, Anywa",,Northern Lwo,Lwo,Western Nilotic,Nilotic,,Nilotic,33.5,8,Greater Abyssinia,Africa
901,any,Anyi,Anyi,"Anyi, Anyi",,,,Potou-Tano,Kwa,,Kwa,-3.5,7,African Savannah,Africa
902,aoa,Angolar,Angolar,"Angolar, Angolar",,,,,Angolar,,Angolar,6.5,0.25,S Africa,Africa
903,aoi,Anindilyakwa,Anindilyakwa,"Anindilyakwa, Anindilyakwa",,,,,Anindilyakwa,,Anindilyakwa,136.5,-14,N Australia,Australia
904,aom,í_mie,"Omie,í_mie","í_mie, Omie,í_mie",,,,Baraic,Koiarian,,Koiarian,148.08,-9.05,S New Guinea,NG and Oceania
905,apy,Apalaí_,"Apalai , Wayu,Apalaí_","Apalaí_, Apalai , Wayu,Apalaí_",,,,,Cariban,Carib,"Cariban, Carib",-54,0,NE South America,S America
906,apb,Sa'a,Sa'a,"Sa'a, Sa'a",Longgu/Malaita/Makira,Southeast Solomonic,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,161.45,-9.62,Oceania,NG and Oceania
907,apc,Arabic (North Levantine Spoken),Arabic (North Levantine Spoken),"Arabic (North Levantine Spoken), Arabic (North Levantine Spoken)",Arabic,South-Central Semitic,Central (West Semitic),West Semitic,Semitic,,Semitic,36,33.75,Greater Mesopotamia,W and SW Eurasia
908,aph,Athpare,Athpare,"Athpare, Athpare",Greater Yakkha,Eastern Kiranti,Central-Eastern Kiranti,Kiranti,Sino-Tibetan,,Sino-Tibetan,87.33,27,Indic,S/SE Asia
909,apj,Apache (Jicarilla),Apache (Jicarilla),"Apache (Jicarilla), Apache (Jicarilla)",,,,Athabaskan,Na-Dene,,Na-Dene,-104,36.58,Basin and Plains,E N America
910,apm,Apache (Chiricahua),Apache (Chiricahua),"Apache (Chiricahua), Apache (Chiricahua)",,,,Athabaskan,Na-Dene,,Na-Dene,-108,33.25,Basin and Plains,E N America
911,apn,Apinayí©,"Apinaye , Wayu,Apinayí©","Apinayí©, Apinaye , Wayu,Apinayí©",,Northern Ge,Amazonian Ge,Ge,Macro-Ge,,Macro-Ge,-48,-5.5,NE South America,S America
912,apq,A-Pucikwar,A-Pucikwar,"A-Pucikwar, A-Pucikwar",,,,Great Andamanese,Great Andamanese,,Great Andamanese,92.83,12.17,Southeast Asia,S/SE Asia
913,apr,Arop-Lokep,"Arop-Lokep, Lukep, Pono","Arop-Lokep, Arop-Lokep, Lukep, Pono",North New Guinea linkage,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,147.05,-5.38,N Coast New Guinea,NG and Oceania
914,apw,Apache (Western),Apache (Western),"Apache (Western), Apache (Western)",,,,Athabaskan,Na-Dene,,Na-Dene,-110,33.75,Basin and Plains,E N America
915,apz,Ampeeli,"Ampeeli, Ambari, Ampale, Ampeeli-Wojokeso, Ampele, Safeyoka ","Ampeeli, Ampeeli, Ambari, Ampale, Ampeeli-Wojokeso, Ampele, Safeyoka ",,,,,Angan,,Angan,146.08,-6.75,Interior New Guinea,NG and Oceania
916,ake,Akawaio,Akawaio,"Akawaio, Akawaio",,,,,Cariban,Carib,"Cariban, Carib",-59.5,6,NE South America,S America
917,aqc,Archi,Archi,"Archi, Archi",,Archi,Lezgian,Daghestanian,Nakh-Daghestanian,"East Caucasian, Northeast Caucasian","Nakh-Daghestanian, East Caucasian, Northeast Caucasian",46.83,42.07,Greater Mesopotamia,W and SW Eurasia
918,ard,Arabana,Arabana,"Arabana, Arabana",,,,Karnic,Pama-Nyungan,,Pama-Nyungan,136.25,-28.25,S Australia,Australia
919,are,Arrernte (Western),Arrernte (Western),"Arrernte (Western), Arrernte (Western)",,,,Arandic,Pama-Nyungan,,Pama-Nyungan,132.5,-24,S Australia,Australia
921,ari,Arikara,Arikara,"Arikara, Arikara",,,,,Caddoan,,Caddoan,-100.5,45.5,Basin and Plains,E N America
922,arl,Arabela,Arabela,"Arabela, Arabela",,,,,Zaparoan,,Zaparoan,-75.17,-2,NE South America,S America
923,arp,Arapaho,Arapaho,"Arapaho, Arapaho",,,,Algonquian,Algic,,Algic,-103,40,Basin and Plains,E N America
924,arr,Karí_ (Aríçra),Karí_ (Aríçra),"Karí_ (Aríçra), Karí_ (Aríçra)",,,,,Tupian,,Tupian,-62,-10.33,NE South America,S America
925,rkb,Rikbaktsa,Rikbaktsa,"Rikbaktsa, Rikbaktsa",,,,Rikbaktsa,Macro-Ge,,Macro-Ge,-57.5,-11.83,NE South America,S America
926,arv,Arbore,Arbore,"Arbore, Arbore",,,,Eastern Cushitic,Cushitic,,Cushitic,36.75,5,Greater Abyssinia,Africa
927,arw,Lokono,"Arawak, Lokono","Lokono, Arawak, Lokono",,,,Caribbean,Arawakan,Maipurean,"Arawakan, Maipurean",-55.17,5.5,NE South America,S America
928,ary,Arabic (Moroccan),Arabic (Moroccan),"Arabic (Moroccan), Arabic (Moroccan)",Arabic,South-Central Semitic,Central (West Semitic),West Semitic,Semitic,,Semitic,-6,34,N Africa,Africa
929,asa,Pare,"Pare, Asu, Athu, Casu, Chasu, Chiasu, Pare","Pare, Pare, Asu, Athu, Casu, Chasu, Chiasu, Pare",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,36.5,-4,S Africa,Africa
930,ase,Sign Language American,Sign Language American,"Sign Language American, Sign Language American",,,,,Sign Language American,,Sign Language American,-78,39,E North America,E N America
931,asf,Auslan,Auslan,"Auslan, Auslan",,,,,Auslan,,Auslan,145,-30,S Australia,Australia
932,asu,Asuriní_,"Asurini,Asuriní_","Asuriní_, Asurini,Asuriní_",,,,Tupi-Guaraní_,Tupian,,Tupian,-49.5,-3.5,NE South America,S America
933,atq,Aralle-Tabulahan,Aralle-Tabulahan,"Aralle-Tabulahan, Aralle-Tabulahan",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,119.25,-2.75,Oceania,NG and Oceania
934,atw,Atsugewi,Atsugewi,"Atsugewi, Atsugewi",,,,,Palaihninan,,Palaihninan,-121,40.75,Basin and Plains,W N America
935,aty,Anejom,"Anejom, Aneityum","Anejom, Anejom, Aneityum",Southern Melanesian,Southern Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,169.8,-20.2,Oceania,NG and Oceania
936,ast,Asturian,Asturian,"Asturian, Asturian",,,Italic,Italic-Celtic,Indo-European,,Indo-European,-6,43.25,Europe,W and SW Eurasia
937,aul,Aulua,Aulua,"Aulua, Aulua",Central Vanuatu linkage,Southern Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,167.67,-16.33,Oceania,NG and Oceania
938,aun,One,One,"One, One",,,,,Torricelli,,Torricelli,141.92,-3.25,N Coast New Guinea,NG and Oceania
939,auw,Awyi,Awyi,"Awyi, Awyi",,,,Taikat,Border,,Border,140.58,-2.92,N Coast New Guinea,NG and Oceania
940,auy,Auyana,"Auyana, Awiyaana","Auyana, Auyana, Awiyaana",,,,Kainantu,Eastern Highlands,,Eastern Highlands,145.75,-6.5,Interior New Guinea,NG and Oceania
941,avn,Avatime,Avatime,"Avatime, Avatime",,,,Ka-Togo,Kwa,,Kwa,0.42,6.83,African Savannah,Africa
942,ava,Avar,"Avar , Avaro , Avari","Avar, Avar , Avaro , Avari",,Avar,Avar-Andic,Daghestanian,Nakh-Daghestanian,"East Caucasian, Northeast Caucasian","Nakh-Daghestanian, East Caucasian, Northeast Caucasian",46.7,42.54,Greater Mesopotamia,W and SW Eurasia
943,avt,Au,Au,"Au, Au",,,,Wapei-Palei,Torricelli,,Torricelli,142.08,-3.58,N Coast New Guinea,NG and Oceania
944,avu,Avokaya,Avokaya,"Avokaya, Avokaya",,,,Moru-Madi,Eastern Central Sudanic,,Eastern Central Sudanic,30,4.67,African Savannah,Africa
945,awb,Awa,Awa,"Awa, Awa",,,,Kainantu,Eastern Highlands,,Eastern Highlands,145.75,-6.67,Interior New Guinea,NG and Oceania
946,awa,Awadhi,Awadhi,"Awadhi, Awadhi",,Central Indo-Aryan,Indo-Aryan,Indo-Iranian,Indo-European,,Indo-European,81.5,27,Indic,S/SE Asia
947,awi,Awin,Awin,"Awin, Awin",,,,,Awin-Pare,,Awin-Pare,141.42,-5.75,Interior New Guinea,NG and Oceania
948,awn,Awngi,"Awngi, Agau, Agaw, Agew, Agow, Awawar, Awi, Awiya, Damot, KwollanyochDialects: Kunfal (Kumfel, Kunfí_l, Kunfel), Kemantney","Awngi, Awngi, Agau, Agaw, Agew, Agow, Awawar, Awi, Awiya, Damot, KwollanyochDialects: Kunfal (Kumfel, Kunfí_l, Kunfel), Kemantney",,,,Central Cushitic,Cushitic,,Cushitic,36.67,10.83,Greater Abyssinia,Africa
949,axk,Aka,Aka,"Aka, Aka",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,16.25,2.67,African Savannah,Africa
951,ayl,Arabic (Eastern Libyan),Arabic (Eastern Libyan),"Arabic (Eastern Libyan), Arabic (Eastern Libyan)",Arabic,South-Central Semitic,Central (West Semitic),West Semitic,Semitic,,Semitic,22,32,N Africa,Africa
952,ayn,Arabic (San'ani),Arabic (San'ani),"Arabic (San'ani), Arabic (San'ani)",Arabic,South-Central Semitic,Central (West Semitic),West Semitic,Semitic,,Semitic,44,16,Greater Mesopotamia,W and SW Eurasia
953,ayo,Ayoreo,Ayoreo,"Ayoreo, Ayoreo",,,,,Zamucoan,,Zamucoan,-59.25,-20.25,SE South America,S America
954,azb,Azari (Iranian),"Azerbaijani (South),Azari (Iranian)","Azari (Iranian), Azerbaijani (South),Azari (Iranian)",,,Oghuz,Common Turkic,Turkic,,Turkic,47,37.5,Greater Mesopotamia,W and SW Eurasia
955,azr,Adzera,Adzera,"Adzera, Adzera",North New Guinea linkage,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,146.25,-6.25,N Coast New Guinea,NG and Oceania
956,azz,Nahuatl (Sierra de Zacapoaxtla),"Nahuatl (Sierra de Zacapoaxtla), Níçhuat de la Sierra de Puebla, Sierra Puebla Níçhuatl Sierra Aztec, Zacapoaxtla Níçhuat, Mejicano de Zacapoaxtla","Nahuatl (Sierra de Zacapoaxtla), Nahuatl (Sierra de Zacapoaxtla), Níçhuat de la Sierra de Puebla, Sierra Puebla Níçhuatl Sierra Aztec, Zacapoaxtla Níçhuat, Mejicano de Zacapoaxtla",,,Aztecan,Southern Uto-Aztecan,Uto-Aztecan,,Uto-Aztecan,-97.33,19.58,Mesoamerica,C America
957,bas,Basaa,Basaa,"Basaa, Basaa",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,10.5,3.92,African Savannah,Africa
