ID,Name,Parameter,Language,Frequency,Confidence,References
ids-40-15-770-1,tsivakilub,SMOOTH,Karata (Tokitin dialect),,,
ids-29-15-770-1,tsivakrab,SMOOTH,Avar (Antsukh dialect),,,
ids-31-15-770-2,tsivakurab,SMOOTH,Avar (Karakh dialect),,,
northeuralex-hin-493_smooth-1,tsor@s,SMOOTH,Hindi,,,
suntb-DaliBai-882_smooth-1,tsue42ua42,SMOOTH,Bai (Dali),,,
suntb-JianchuanBai-882_smooth-1,tsui42,SMOOTH,Bai (Jianchuan),,,
suntb-BijiangBai-882_smooth-1,tsui42lui33lui33,SMOOTH,Bai (Bijiang),,,
wold-Japanese-1039_smooth-3,tsurutsuru,SMOOTH,Japanese,,,
suntb-Atsi-882_smooth-1,tsut55,SMOOTH,Atsi [Zaiwa],,,
ids-324-15-770-3,tsvakarab,SMOOTH,Avar (Salatav dialect),,,
northeuralex-ava-493_smooth-1,tswakarab,SMOOTH,Avar,,,
lexirumah-sibo1242-atii-smooth-1,tuaka,SMOOTH,"Suboo, Atiibaai",,,
lexirumah-kama1365-smooth-2,tuk,SMOOTH,"Kamang, Atoitaa",,,
wold-Kalina-1039_smooth-1,tukapele,SMOOTH,Kali'na,,,
lexirumah-kama1365-smooth-1,tulaka,SMOOTH,"Kamang, Atoitaa",,,
robinsonap-kamang-268_smooth-1,tulaka,SMOOTH,Kamang,,,
hubercolumbian-TuneboCentral-334_smooth-1,tunira,SMOOTH,Tunebo Central,,,
ids-73-15-770-2,tuz,SMOOTH,Nogai,,,
lexirumah-alor1247-bana-smooth-2,uik,SMOOTH,"Alorese, Bana",,,
ids-188-15-770-2,unruh,SMOOTH,Old English,,,
tryonsolomon-areare2-250_smooth-1,ununua,SMOOTH,'Are'are (2),,,
wold-Ket-1039_smooth-1,uul,SMOOTH,Ket,,,
northeuralex-ket-493_smooth-1,uyc,SMOOTH,Ket,,,
northeuralex-mdf-493_smooth-1,vadjav,SMOOTH,Moksha,,,
northeuralex-myv-493_smooth-1,valana,SMOOTH,Erzya,,,
ids-126-15-770-1,valanya,SMOOTH,Erzya Mordvin,,,
ids-708-15-770-1,valavalappana,SMOOTH,Tamil,,,
tls-Sihaunn-1247_smooth-1,veveri,SMOOTH,Siha.unn,,,
naganorgyalrongic-JinchuanGuaninqiaorGyalrong-886_levelandsmooth-1,vlag,SMOOTH,rGyalrong (Jinchuan Guaninqiao Wobzi),,,
naganorgyalrongic-JinchuanGuaninqiaorGyalrong-954_smooth-1,vlag,SMOOTH,rGyalrong (Jinchuan Guaninqiao Wobzi),,,
northeuralex-udm-493_smooth-2,voljit,SMOOTH,Udmurt,,,
ids-159-15-770-1,volyit,SMOOTH,Udmurt,,,
northeuralex-kpv-493_smooth-1,voyk,SMOOTH,Komi-Zyrian,,,
northeuralex-koi-493_smooth-1,voykit,SMOOTH,Komi-Permyak,,,
northeuralex-tam-493_smooth-1,vruvrupan,SMOOTH,Tamil,,,
ids-532-15-770-1,vyzhanan,SMOOTH,Tsakhur (Gelmets dialect),,,
tryonsolomon-arosi2-250_smooth-1,wadi,SMOOTH,Arosi (2),,,
tryonsolomon-arosi1-250_smooth-1,wadiwadi,SMOOTH,Arosi (1),,,
tryonsolomon-bauro1-250_smooth-1,wariwari,SMOOTH,Bauro (1),,,
ids-260-15-770-1,wasidya,SMOOTH,Yagua,,,
tryonsolomon-bauro2-250_smooth-1,wasiwas,SMOOTH,Bauro (2),,,
lexirumah-pura1253-smooth-1,woteteanu,SMOOTH,Puragi,,,
northeuralex-kca-493_smooth-1,woyk,SMOOTH,Northern Khanty,,,
suntb-YajiangQueyu-882_smooth-1,xa55xa55,SMOOTH,Queyu (Yajiang) [Zhaba],,,
sohartmannchin-Matu-213_smooth-1,xal,SMOOTH,Matu,,,
suntb-Ersu-882_smooth-1,xi55xi55,SMOOTH,Ersu,,,
wold-Otomi-1039_smooth-1,xintsuki,SMOOTH,Otomi,,,
lexirumah-yaha1248-smooth-1,xixire,SMOOTH,Mugim,,,
hubercolumbian-Paez-334_smooth-2,xjude,SMOOTH,Páez,,,
suntb-LijiangNaxi-882_smooth-1,xo33lo55,SMOOTH,Naxi (Lijiang),,,
suntb-Tujia-882_smooth-1,xua21,SMOOTH,Tujia,,,
ids-224-15-770-1,xus,SMOOTH,Karok,,,
northeuralex-pbu-493_smooth-1,xwai,SMOOTH,Northern Pashto,,,
ids-228-15-770-1,yaas,SMOOTH,Tlingit,,,
ids-222-15-770-2,yemascin,SMOOTH,Nahuatl (Sierra de Zacapoaxtla variety),,,
wold-Hup-1039_smooth-1,yib,SMOOTH,Hup,,,
ids-282-15-770-1,yiba,SMOOTH,Yaminahua,,,
northeuralex-cat-493_smooth-1,yis,SMOOTH,Catalan,,,
ids-302-15-770-1,yisoteta,SMOOTH,Pilagá,,,
wold-Qeqchi-1039_smooth-3,yolyol,SMOOTH,Q'eqchi',,,
halenepal-SherpaTibetan-1676_smooth-1,yulqdangba,SMOOTH,Tibetan (Sherpa),,,
halenepal-Chepang-1676_smooth-1,yumo,SMOOTH,Chepang,,,
hantganbangime-Songhai_Senni-241_smooth-1,yutulu,SMOOTH,Songhai_Senni,,,
marrisonnaga-Lushai-691_smooth-2,zal,SMOOTH,Lushai,,,
tryonsolomon-vaghua-250_smooth-2,zalama,SMOOTH,Vaghua,,,
tryonsolomon-varisi-250_smooth-1,zalama,SMOOTH,Varisi,,,
northeuralex-ady-493_smooth-1,zan@bz,SMOOTH,Adyghe,,,
ids-39-15-770-1,zherzhabob,SMOOTH,Karata,,,
suntb-MileYi-882_smooth-1,zi33,SMOOTH,Yi (Mile),,,
northeuralex-lav-493_smooth-2,zlidaens,SMOOTH,Latvian,,,
ids-243-15-770-1,zmohosysuca,SMOOTH,Muisca,,,
hubercolumbian-Ika-334_smooth-1,z@n,SMOOTH,Ika,,,
suntb-Lisu-882_smooth-1,zr35lu35,SMOOTH,Lisu,,,
