Variety,Subgroup,Family,ISO Code,Glottolog ID,AIATSIS Code,StdLangID,StdLanguageName,OriginalForm,PhonemicisedIPA,Std_Gloss,Author,OriginalGloss,OriginalPofSpeech,Latitude,Longitude,Reconstruction_Form,Reconstruction_Level,Reconstruction_Gloss,Reconstruction_Notes
Wubuy,East Arnhem,NA,nuy,nung1290,N128,94,Wubuy,w2ayway,w2ajwaj,flat,"Heath, Jeffrey",flat.,NAdj,-13.8,135.82,NA,NA,NA,NA
Wubuy,East Arnhem,NA,nuy,nung1290,N128,94,Wubuy,yinjin,jincin,sharp,"Heath, Jeffrey",sharp (pointed).,NAdj,-13.8,135.82,NA,NA,NA,NA
Yaygir,Gumbaynggiric,Pama-Nyungan,yyg,yayg1236,E10,42,Yaygir,dar̥i,daɹ̥i,hard,Terry Crowley,hard,NA,-29.89,153.167,NA,NA,NA,NA
Yaygir,Gumbaynggiric,Pama-Nyungan,yyg,yayg1236,E10,42,Yaygir,mugu,mugu,blunt,Terry Crowley,blunt,NA,-29.89,153.167,NA,NA,NA,NA
Yaygir,Gumbaynggiric,Pama-Nyungan,yyg,yayg1236,E10,42,Yaygir,wudu:wa,wuduːwa,sharp,Terry Crowley,sharp,NA,-29.89,153.167,NA,NA,NA,NA
Upper Clarence River,Bandjalangic,Pama-Nyungan,NA,NA,NA,1558,Upper Clarence River,Bum-mi,Bum-mi,flat,"Crowley, Terry",Flat,NA,NA,NA,NA,NA,NA,NA
Biriin,Bandjalangic,Pama-Nyungan,bdy,band1339,E12,1203,Bandjalang,biᶁun,biᶁun,sharp,"Crowley, Terry",sharp,NA,-28.70539723779633,152.988993861286,NA,NA,NA,NA
Waalubal,Bandjalangic,Pama-Nyungan,bdy,band1339,E12,1203,Bandjalang,buᶁur,pucuɹ,soft,"Crowley, Terry",soft,NA,-28.70539723779633,152.988993861286,NA,NA,NA,NA
Waalubal,Bandjalangic,Pama-Nyungan,bdy,band1339,E12,1203,Bandjalang,dandur,tantuɹ,hard,"Crowley, Terry",hard,NA,-28.70539723779633,152.988993861286,NA,NA,NA,NA
Waalubal,Bandjalangic,Pama-Nyungan,bdy,band1339,E12,1203,Bandjalang,dawe:ŋ,taweːŋ,bald,"Crowley, Terry",bald,NA,-28.70539723779633,152.988993861286,NA,NA,NA,NA
Waalubal,Bandjalangic,Pama-Nyungan,bdy,band1339,E12,1203,Bandjalang,ᶁalŋay,calŋaj,shiny,"Crowley, Terry",shiny,NA,-28.70539723779633,152.988993861286,NA,NA,NA,NA
Waalubal,Bandjalangic,Pama-Nyungan,bdy,band1339,E12,1203,Bandjalang,ᶁaŋ,caŋ,rough,"Crowley, Terry",rough,NA,-28.70539723779633,152.988993861286,NA,NA,NA,NA
Waalubal,Bandjalangic,Pama-Nyungan,bdy,band1339,E12,1203,Bandjalang,balbaŋ,palpaŋ,flat,"Crowley, Terry",flat,NA,-28.70539723779633,152.988993861286,NA,NA,NA,NA
Waalubal,Bandjalangic,Pama-Nyungan,bdy,band1339,E12,1203,Bandjalang,bamay,pamaj,flat,"Crowley, Terry",flat,NA,-28.70539723779633,152.988993861286,NA,NA,NA,NA
Waalubal,Bandjalangic,Pama-Nyungan,bdy,band1339,E12,1203,Bandjalang,gaᶁaŋ,kacaŋ,hard,"Crowley, Terry",hard,NA,-28.70539723779633,152.988993861286,NA,NA,NA,NA
Waalubal,Bandjalangic,Pama-Nyungan,bdy,band1339,E12,1203,Bandjalang,galan,kalan,sharp,"Crowley, Terry",sharp,NA,-28.70539723779633,152.988993861286,NA,NA,NA,NA
Waalubal,Bandjalangic,Pama-Nyungan,bdy,band1339,E12,1203,Bandjalang,maᶁir,maciɹ,blunt,"Crowley, Terry",blunt,NA,-28.70539723779633,152.988993861286,NA,NA,NA,NA
Waalubal,Bandjalangic,Pama-Nyungan,bdy,band1339,E12,1203,Bandjalang,muru:gi,muɹuːki,rough,"Crowley, Terry",rough,NA,-28.70539723779633,152.988993861286,NA,NA,NA,NA
Waalubal,Bandjalangic,Pama-Nyungan,bdy,band1339,E12,1203,Bandjalang,ŋambu:r,ŋampuːɹ,soft,"Crowley, Terry",soft,NA,-28.70539723779633,152.988993861286,NA,NA,NA,NA
Bandjalang,Bandjalangic,Pama-Nyungan,bdy,band1339,E12,1203,Bandjalang,dandur,tantuɹ,hard,"Crowley, Terry",hard,NA,-28.70539723779633,152.988993861286,NA,NA,NA,NA
Bandjalang,Bandjalangic,Pama-Nyungan,bdy,band1339,E12,1203,Bandjalang,darwanj,taɹwaɲ,slippery,"Crowley, Terry",slippery,NA,-28.70539723779633,152.988993861286,NA,NA,NA,NA
Jingulu,Eastern Mirndi,NA,jig,djin1251,C22,883,Jingulu,juwujbiyaku,cuwucpijaku,slippery,NA,slippery,NA,-16.6271636014173,133.5450627137524,NA,NA,NA,NA
Yugambeh,Bandjalangic,Pama-Nyungan,yub,yugu1249,E17,16,Yugambeh,jungam [dh],cungam,hard,NA,hard,adj,-28.4374,153.301,NA,NA,NA,NA
Yugambeh,Bandjalangic,Pama-Nyungan,yub,yugu1249,E17,16,Yugambeh,kinyi:n [dh],kiɲiːn,tough,NA,tough,adj,-28.4374,153.301,NA,NA,NA,NA
Yugambeh,Bandjalangic,Pama-Nyungan,yub,yugu1249,E17,16,Yugambeh,ki:rin [dh],kiːɹin,stiff,NA,stiff,adj,-28.4374,153.301,NA,NA,NA,NA
Yugambeh,Bandjalangic,Pama-Nyungan,yub,yugu1249,E17,16,Yugambeh,mari:n [dh],maɹiːn,blunt,NA,blunt,adj,-28.4374,153.301,NA,NA,NA,NA
Yugambeh,Bandjalangic,Pama-Nyungan,yub,yugu1249,E17,16,Yugambeh,miliri [dh],miliɹi,slippery,NA,slippery,adj,-28.4374,153.301,NA,NA,NA,NA
Yugambeh,Bandjalangic,Pama-Nyungan,yub,yugu1249,E17,16,Yugambeh,milirijam [dh],miliɹicam,rough,NA,rough,adj,-28.4374,153.301,NA,NA,NA,NA
Yugambeh,Bandjalangic,Pama-Nyungan,yub,yugu1249,E17,16,Yugambeh,talguljam [dh],talgulcam,clean,NA,clean,adj,-28.4374,153.301,NA,NA,NA,NA
Bandjalang,Bandjalangic,Pama-Nyungan,bdy,band1339,E12,1203,Bandjalang,gagin,gagin,sharp,"Holmer, N.M.",sharp,NA,-28.70539723779633,152.988993861286,NA,NA,NA,NA
Bandjalang,Bandjalangic,Pama-Nyungan,bdy,band1339,E12,1203,Bandjalang,waŋgai,waŋgai,blunt,"Holmer, N.M.",blunt,NA,-28.70539723779633,152.988993861286,NA,NA,NA,NA
Cammealroy Dialect,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,Mutter-mutter,Mutteɹ-mutteɹ,rough,various,Rough,NA,-29.91686548094372,149.6172318830019,NA,NA,NA,NA
