Variety,Subgroup,Family,ISO Code,Glottolog ID,AIATSIS Code,StdLangID,StdLanguageName,OriginalForm,PhonemicisedIPA,Std_Gloss,Author,OriginalGloss,OriginalPofSpeech,Latitude,Longitude,Reconstruction_Form,Reconstruction_Level,Reconstruction_Gloss,Reconstruction_Notes
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,mawumungku,mawumuŋku,stiff,"Valiquette, Hillaire amd Anthony Peile",stiff,Adj,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,muru,muɹu,stiff,"Valiquette, Hillaire amd Anthony Peile",stiff,Adj,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,piilwaru,piːlwaɹu,hard,"Valiquette, Hillaire amd Anthony Peile",hard,Adj,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,pinytju,piɲcu,flat,"Valiquette, Hillaire amd Anthony Peile",flat?,Nstat,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,purrutu,purutu,hard,"Valiquette, Hillaire amd Anthony Peile",hard,Adj,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,tintarlka,tintaɭka,stiff,"Valiquette, Hillaire amd Anthony Peile",stiff,Adj,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,tiwirl(pa),tiwiɭ(pa),stiff,"Valiquette, Hillaire amd Anthony Peile",stiff,Adj,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,tjaapuka,caːpuka,soft,"Valiquette, Hillaire amd Anthony Peile",soft,Adj,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,tjarntirriwa,caɳtiriwa,clean,"Valiquette, Hillaire amd Anthony Peile",clean,Adj,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,tjarnti-tjarnti nyinuti,caɳti-caɳti ɲinuti,limp,"Valiquette, Hillaire amd Anthony Peile",limp,Vi,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,tjilarlka,cilaɭka,stiff,"Valiquette, Hillaire amd Anthony Peile",stiff,Adj,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,wartkartu,waʈkaʈu,stiff,"Valiquette, Hillaire amd Anthony Peile",stiff,Adj,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,kurnpu,kuɳpu,tough,"Valiquette, Hillaire amd Anthony Peile",tough,Nstat,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,kurnpu,kuɳpu,hard,"Valiquette, Hillaire amd Anthony Peile",hard (ref muscles or material),Nstat,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,zz_kata kampu,kata kampu,bald,"Valiquette, Hillaire amd Anthony Peile",bald head,Adj,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,zz_kata mirilyi,kata miɹiʎi,bald,"Valiquette, Hillaire amd Anthony Peile",bald head,Adj,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,zz_kata pangu-pangu,kata paŋu-paŋu,bald,"Valiquette, Hillaire amd Anthony Peile",bald head,Adj,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,zz_kata pilitji,kata pilici,bald,"Valiquette, Hillaire amd Anthony Peile",bald head,Adj,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,zz_kata rupuny-rupuny(pa),kata ɹupuɲ-ɹupuɲ(pa),bald,"Valiquette, Hillaire amd Anthony Peile",bald head,Adj,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,zz_kata tali,kata tali,bald,"Valiquette, Hillaire amd Anthony Peile",bald head,Adj,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,zz_kata tanya,kata taɲa,bald,"Valiquette, Hillaire amd Anthony Peile",bald head,Adj,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,zz_lirri,liri,stiff,"Valiquette, Hillaire amd Anthony Peile",stiff,Adj,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,zz_mirilyi,miɹiʎi,bald,"Valiquette, Hillaire amd Anthony Peile",bald head,Adj,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,zz_nyinyiti,ɲiɲiti,limp,"Valiquette, Hillaire amd Anthony Peile",limp,Vi,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,zz_nyuri-nyuri,ɲuɹi-ɲuɹi,soft,"Valiquette, Hillaire amd Anthony Peile",soft,Adj,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kukatja,Wati,Pama-Nyungan,kux,kuka1246,C7,814,Kukatja,zz_palytjalyarriwa,paʎcaʎariwa,stiff,"Valiquette, Hillaire amd Anthony Peile",become stiff,Vi,-20.51538798370036,128.0418320166125,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,meerd,meːɖ,bald,"Black, Paul",bald,Adj,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,"dhoongk meerd, yeerk meerd",d̪oːngk meːɖ,bald,"Black, Paul",bald head,Adj,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,ghaarding,ɣaːɖing,blunt,"Black, Paul",blunt,Adj,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,mpaarr,mpaːr,clean,"Black, Paul",clean (water),NA,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,yaak.arding,jaːkaɖing,blunt,"Black, Paul",dull (blade),NA,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,"wengk, weengk, (K) ghalmanik",wengk,fine,"Black, Paul",fine,NA,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,"bheelkird, lbheerr, went, wentiwent",βeːlkiɖ,flat,"Black, Paul",flat,Adj,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,lmpaam,lmpaːm,hard,"Black, Paul",hard,Adj,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,"bheelbhirr, peelbhirr",βeːlβir,flat,"Black, Paul",flat,Adj,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,rdowinirdowin,ɖowiniɖowin,slippery,"Black, Paul",slippery,adj,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,rdoorng,ɖoːɳg,soft,"Black, Paul",soft,Adj,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,keerrimp,keːrimp,solid,"Black, Paul",solid,Adj,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,keerrimp,keːrimp,tough,"Black, Paul",tough,NA,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,yawang,jawang,bald,"Blake, Barry",bald,Adj,-37.68777565058624,144.1013148178479,NA,NA,NA,NA
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,talorra,talora,brittle,"Blake, Barry",brittle,NA,-37.68777565058624,144.1013148178479,NA,NA,NA,NA
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,balit,balit,hard,"Blake, Barry",hard,Adj,-37.68777565058624,144.1013148178479,NA,NA,NA,NA
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,ngarrayt,ngarajt,sharp,"Blake, Barry",sharp,Adj,-37.68777565058624,144.1013148178479,NA,NA,NA,NA
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,motaa,motaː,soft,"Blake, Barry",soft,Adj,-37.68777565058624,144.1013148178479,NA,NA,NA,NA
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,konong,konong,soft,"Blake, Barry",soft,Adj,-37.68777565058624,144.1013148178479,NA,NA,NA,NA
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,wita,wita,soft,"Blake, Barry",soft,Adj,-37.68777565058624,144.1013148178479,NA,NA,NA,NA
Aghu-Tharrnggala,Paman,Pama-Nyungan,ggr,aghu1254,Y65,1248,Aghu-Tharnggala,mbawr,mbawɹ,soft,"Jolly, Lesley",soft,Adj,-15.67,143.467,NA,NA,NA,NA
Aghu-Tharrnggala,Paman,Pama-Nyungan,ggr,aghu1254,Y65,1248,Aghu-Tharnggala,rrtyiə,ɹʈjiə,hard,"Jolly, Lesley",hard,Adj,-15.67,143.467,NA,NA,NA,NA
Dyirbal,Dyirbalic,Pama-Nyungan,dbl,dyir1250,Y123,1050,Dyirbal,dyunguru,cunkuru,hard,R M W Dixon,(done) hard (ordinary language),NA,-17.74,145.742,NA,NA,NA,NA
Mamu,Dyirbalic,Pama-Nyungan,dbl,dyir1250,Y123,1050,Dyirbal,dyunguru,cunkuru,hard,R M W Dixon,(done) hard (avoidance/mother-in-law language),NA,-17.74,145.742,NA,NA,NA,NA
Wargamay,Dyirbalic,Pama-Nyungan,wgy,warr1255,Y134,197,Warrgamay,dalŋa,talŋa,hard,R.M.W. Dixon & Barry J. Blake,hard,Adj,-18.4,145.877,NA,NA,NA,NA
Wargamay,Dyirbalic,Pama-Nyungan,wgy,warr1255,Y134,197,Warrgamay,dyabini,capini,sharp,R.M.W. Dixon & Barry J. Blake,sharp(ened),Adj,-18.4,145.877,NA,NA,NA,NA
Wargamay,Dyirbalic,Pama-Nyungan,wgy,warr1255,Y134,197,Warrgamay,dyagardyagar,cakaɹʈjakar,rough,R.M.W. Dixon & Barry J. Blake,"rough, prickly",Adj,-18.4,145.877,NA,NA,NA,NA
Wargamay,Dyirbalic,Pama-Nyungan,wgy,warr1255,Y134,197,Warrgamay,dyunguru,cunkuru,hard,R.M.W. Dixon & Barry J. Blake,(do) hard,NA,-18.4,145.877,NA,NA,NA,NA
Wargamay,Dyirbalic,Pama-Nyungan,wgy,warr1255,Y134,197,Warrgamay,gagal,kakal,hard,R.M.W. Dixon & Barry J. Blake,hard,Adj,-18.4,145.877,NA,NA,NA,NA
Wargamay,Dyirbalic,Pama-Nyungan,wgy,warr1255,Y134,197,Warrgamay,muguru,mukuru,hard,R.M.W. Dixon & Barry J. Blake,"hard, strong",Adj,-18.4,145.877,NA,NA,NA,NA
Wargamay,Dyirbalic,Pama-Nyungan,wgy,warr1255,Y134,197,Warrgamay,muguru,mukuru,hard,R.M.W. Dixon & Barry J. Blake,"hard, strong",Adj,-18.4,145.877,NA,NA,NA,NA
Wargamay,Dyirbalic,Pama-Nyungan,wgy,warr1255,Y134,197,Warrgamay,mulmbiɲ,mulmpiɲ,blunt,R.M.W. Dixon & Barry J. Blake,blunt,Adj,-18.4,145.877,NA,NA,NA,NA
Wargamay,Dyirbalic,Pama-Nyungan,wgy,warr1255,Y134,197,Warrgamay,muɲdyal,muɲcal,soft,R.M.W. Dixon & Barry J. Blake,"soft, weak",Adj,-18.4,145.877,NA,NA,NA,NA
Wargamay,Dyirbalic,Pama-Nyungan,wgy,warr1255,Y134,197,Warrgamay,muɲdyal,muɲcal,soft,R.M.W. Dixon & Barry J. Blake,"soft, weak",Adj,-18.4,145.877,NA,NA,NA,NA
Wargamay,Dyirbalic,Pama-Nyungan,wgy,warr1255,Y134,197,Warrgamay,wardyal,waɹʈjal,sharp,R.M.W. Dixon & Barry J. Blake,sharp,Adj,-18.4,145.877,*warrci,N/A,bad,NA
Margany,Maric,Pama-Nyungan,zmc,marg1253,D42,703,Margany,bugu,puku,blunt,"Breen, J.G.",blunt,Adj,-27.21067032917215,144.719115391163,NA,NA,NA,NA
Margany,Maric,Pama-Nyungan,zmc,marg1253,D42,703,Margany,butya,puca,sharp,"Breen, J.G.",sharp,Adj,-27.21067032917215,144.719115391163,NA,NA,NA,NA
Margany,Maric,Pama-Nyungan,zmc,marg1253,D42,703,Margany,gadha gunari,kat̪a kunaɹi,bald,"Breen, J.G.",bald,Adj,-27.21067032917215,144.719115391163,NA,NA,NA,NA
Gunya,Maric,Pama-Nyungan,gyy,guny1241,D43,935,Gunya,gadgil,gadgil,hard,R.M.W. Dixon & Barry J. Blake,hard,Adj,-27.64957662058102,145.9658542450252,NA,NA,NA,NA
Gunya,Maric,Pama-Nyungan,gyy,guny1241,D43,935,Gunya,gudbiny,gudbiɲ,bald,R.M.W. Dixon & Barry J. Blake,"bare, bald",Adj,-27.64957662058102,145.9658542450252,NA,NA,NA,NA
Margany,Maric,Pama-Nyungan,zmc,marg1253,D42,703,Margany,mirti,miʈi,hard,"Breen, J.G.",hard,Adj,-27.21067032917215,144.719115391163,NA,NA,NA,NA
Margany,Maric,Pama-Nyungan,zmc,marg1253,D42,703,Margany,murnany,muɳaɲ,soft,"Breen, J.G.",soft,Adj,-27.21067032917215,144.719115391163,NA,NA,NA,NA
Gunya,Maric,Pama-Nyungan,gyy,guny1241,D43,935,Gunya,murni,muɳi,soft,R.M.W. Dixon & Barry J. Blake,soft,Adj,-27.64957662058102,145.9658542450252,NA,NA,NA,NA
Margany,Maric,Pama-Nyungan,zmc,marg1253,D42,703,Margany,yangi,jaŋi,limp,"Breen, J.G.",to limp,Vi,-27.21067032917215,144.719115391163,NA,NA,NA,NA
Koko-Bera,Paman,Pama-Nyungan,kkp,gugu1254,Y85,830,Koko-Bera,purrpén,purpén,soft,Paul Black,soft,Adj,-15.46465645841727,142.0337611525143,NA,NA,NA,NA
Koko-Bera,Paman,Pama-Nyungan,kkp,gugu1254,Y85,830,Koko-Bera,walmakél,walmakél,flat,Paul Black,flat,Adj,-15.46465645841727,142.0337611525143,NA,NA,NA,NA
Koko-Bera,Paman,Pama-Nyungan,kkp,gugu1254,Y85,830,Koko-Bera,kóchvrr,kócər,sharp,Paul Black,sharp (pointed),NA,-15.46465645841727,142.0337611525143,NA,NA,NA,NA
Koko-Bera,Paman,Pama-Nyungan,kkp,gugu1254,Y85,830,Koko-Bera,kólbvn,kólbən,sharp,Paul Black,sharp (edged),NA,-15.46465645841727,142.0337611525143,NA,NA,NA,NA
Koko-Bera,Paman,Pama-Nyungan,kkp,gugu1254,Y85,830,Koko-Bera,mínchvminch,míncəminc,rough,Paul Black,rough,Adj,-15.46465645841727,142.0337611525143,NA,NA,NA,NA
Koko-Bera,Paman,Pama-Nyungan,kkp,gugu1254,Y85,830,Koko-Bera,makél,makél,flat,Paul Black,flat,Adj,-15.46465645841727,142.0337611525143,NA,NA,NA,NA
Koko-Bera,Paman,Pama-Nyungan,kkp,gugu1254,Y85,830,Koko-Bera,puráyvrr,puɹájər,fine,Paul Black,fine (not coarse),NA,-15.46465645841727,142.0337611525143,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,meerd,meːɖ,bald,Paul Black,bald,Adj,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,ghaarding,ɣaːɖing,blunt,Paul Black,blunt,Adj,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,mpaarr,mpaːr,clean,Paul Black,clean (water),NA,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,yaak.arding,jaːkaɖing,blunt,Paul Black,dull (blade),NA,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,"wengk, weengk, (K) ghalmanik",wengk,fine,Paul Black,fine,NA,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,"bheelkird, lbheerr, went, wentiwent",βeːlkiɖ,flat,Paul Black,flat,Adj,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,lmpaam,lmpaːm,hard,Paul Black,hard,Adj,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,sharp edged,shaɹp edged,sharp,Paul Black,sharp,Adj,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,rdowinirdowin,ɖowiniɖowin,slippery,Paul Black,slippery,adj,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,rdoorng,ɖoːɳg,soft,Paul Black,soft,Adj,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,keerrimp,keːrimp,solid,Paul Black,solid,Adj,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Kurtjar,Paman,Pama-Nyungan,gdj,kung1262,G33,780,Kurtjar,keerrimp,keːrimp,tough,Paul Black,tough,NA,-17.311602688352,141.6480702559417,NA,NA,NA,NA
Tyattyalla,Kulin,Pama-Nyungan,weg,NA,S22,1084,Djadjala,murt,muʈ,blunt,"Mathews, R.H.",blunt,Adj,-36.18645454172683,141.7889432573575,NA,NA,NA,NA
Tyattyalla,Kulin,Pama-Nyungan,weg,NA,S22,1084,Djadjala,birreburp,birebuɹp,bald,"Mathews, R.H.",bald-headed,Adj,-36.18645454172683,141.7889432573575,NA,NA,NA,NA
Warrnambool,Kulin,Pama-Nyungan,?gjm,warr1257,NA,182,Warrnambool,kurutj-kurutj,kuɹuc-kuɹuc,rough,"Blake, Barry",rough,Adj,-38.345,142.4608,NA,NA,NA,NA
Warrnambool,Kulin,Pama-Nyungan,?gjm,warr1257,NA,182,Warrnambool,larum,laɹum,dusty,"Blake, Barry",dusty,NA,-38.345,142.4608,NA,NA,NA,NA
Warrnambool,Kulin,Pama-Nyungan,?gjm,warr1257,NA,182,Warrnambool,linming,linmiŋ,sharp,"Blake, Barry",sharp,Adj,-38.345,142.4608,NA,NA,NA,NA
Warrnambool,Kulin,Pama-Nyungan,?gjm,warr1257,NA,182,Warrnambool,lit mirng,lit miɹŋ,sharp,"Blake, Barry",sharp,Adj,-38.345,142.4608,NA,NA,NA,NA
Warrnambool,Kulin,Pama-Nyungan,?gjm,warr1257,NA,182,Warrnambool,murt,muʈ,blunt,"Blake, Barry",blunt,Adj,-38.345,142.4608,NA,NA,NA,NA
Warrnambool,Kulin,Pama-Nyungan,?gjm,warr1257,NA,182,Warrnambool,ngarimpirt,ŋaɹimpiʈ,sharp,"Blake, Barry",sharp,Adj,-38.345,142.4608,NA,NA,NA,NA
Warrnambool,Kulin,Pama-Nyungan,?gjm,warr1257,NA,182,Warrnambool,pakutj pim,pakuc pim,bald,"Blake, Barry",bald head,Adj,-38.345,142.4608,NA,NA,NA,NA
Warrnambool,Kulin,Pama-Nyungan,?gjm,warr1257,NA,182,Warrnambool,pandal,pantal,soft,"Blake, Barry",soft,Adj,-38.345,142.4608,NA,NA,NA,NA
Warrnambool,Kulin,Pama-Nyungan,?gjm,warr1257,NA,182,Warrnambool,pat-patupitj,pat-patupic,rough,"Blake, Barry",rough,Adj,-38.345,142.4608,NA,NA,NA,NA
Warrnambool,Kulin,Pama-Nyungan,?gjm,warr1257,NA,182,Warrnambool,payn-payn,paɲ-paɲ,smooth,"Blake, Barry",smooth,Adj,-38.345,142.4608,NA,NA,NA,NA
Warrnambool,Kulin,Pama-Nyungan,?gjm,warr1257,NA,182,Warrnambool,talayn pim,talaɲ pim,bald,"Blake, Barry","bald head, skull",NA,-38.345,142.4608,NA,NA,NA,NA
Warrnambool,Kulin,Pama-Nyungan,?gjm,warr1257,NA,182,Warrnambool,tinpith,tinpit̪,bald,"Blake, Barry",bald,Adj,-38.345,142.4608,NA,NA,NA,NA
Warrnambool,Kulin,Pama-Nyungan,?gjm,warr1257,NA,182,Warrnambool,wirkuyitj,wiɹkujic,tough,"Blake, Barry",tough,NA,-38.345,142.4608,NA,NA,NA,NA
Warrnambool,Kulin,Pama-Nyungan,?gjm,warr1257,NA,182,Warrnambool,wuin-wuin-pitj,wuin-wuin-pic,rough,"Blake, Barry",rough,Adj,-38.345,142.4608,NA,NA,NA,NA
Warrnambool,Kulin,Pama-Nyungan,?gjm,warr1257,NA,182,Warrnambool,yurut,juɹut,smooth,"Blake, Barry",smooth,Adj,-38.345,142.4608,NA,NA,NA,NA
Yotayota,Yotayotic,NA,xyy,yort1237,D2,20,Yorta Yorta,manha,man̪a,blunt,"Mathews, R.H.",blunt (edge),Adj,-36.04695549929136,144.818878928009,NA,NA,NA,NA
Yotayota,Yotayotic,NA,xyy,yort1237,D2,20,Yorta Yorta,buggadhulliny,pukːat̪ulliɲ,sharp,"Mathews, R.H.",sharp (edge or point),Adj,-36.04695549929136,144.818878928009,NA,NA,NA,NA
Barrow Point,Paman,Pama-Nyungan,bpt,barr1247,Y63.1,1194,Barrow Point,almbi:r,almpiːɹ,flat,NA,flat,Adj,-14.46601552300657,144.448784307825,NA,NA,NA,NA
Barrow Point,Paman,Pama-Nyungan,bpt,barr1247,Y63.1,1194,Barrow Point,dhiburr,t̪ipur,rough,NA,rough,Adj,-14.46601552300657,144.448784307825,NA,NA,NA,NA
Barrow Point,Paman,Pama-Nyungan,bpt,barr1247,Y63.1,1194,Barrow Point,idhin.gal,it̪inkal,hard,NA,very hard,n,-14.46601552300657,144.448784307825,NA,NA,NA,NA
Barrow Point,Paman,Pama-Nyungan,bpt,barr1247,Y63.1,1194,Barrow Point,ilman,ilman,soft,NA,soft,Adj,-14.46601552300657,144.448784307825,NA,NA,NA,NA
Barrow Point,Paman,Pama-Nyungan,bpt,barr1247,Y63.1,1194,Barrow Point,imbal,impal,flat,NA,flat,Adj,-14.46601552300657,144.448784307825,NA,NA,NA,NA
Barrow Point,Paman,Pama-Nyungan,bpt,barr1247,Y63.1,1194,Barrow Point,marrmarr,marmar,clean,NA,clean (water),a?,-14.46601552300657,144.448784307825,NA,NA,NA,NA
Barrow Point,Paman,Pama-Nyungan,bpt,barr1247,Y63.1,1194,Barrow Point,wangga,waŋka,flat,NA,flat,Adj,-14.46601552300657,144.448784307825,NA,NA,NA,NA
Barrow Point,Paman,Pama-Nyungan,bpt,barr1247,Y63.1,1194,Barrow Point,wunga,wuŋa,soft,NA,soft,Adj,-14.46601552300657,144.448784307825,NA,NA,NA,NA
Yuwaaliyaay,Central NSW,Pama-Nyungan,kld,yuwa1243,D54*,4,Yuwaaliyaay,mula,mula,soft,"Ash, A. and Lissarrague, A. and Giacon, J",soft,Adj,-29.84291122144783,149.806501013693,*mula-2,N/A,boil,NA
Yuwaaliyaay,Central NSW,Pama-Nyungan,kld,yuwa1243,D54*,4,Yuwaaliyaay,walan,walan,hard,"Ash, A. and Lissarrague, A. and Giacon, J",hard,Adj,-29.84291122144783,149.806501013693,NA,NA,NA,NA
Yuwaaliyaay,Central NSW,Pama-Nyungan,kld,yuwa1243,D54*,4,Yuwaaliyaay,walan,walan,solid,"Ash, A. and Lissarrague, A. and Giacon, J",solid,Adj,-29.84291122144783,149.806501013693,NA,NA,NA,NA
Yuwaaliyaay,Central NSW,Pama-Nyungan,kld,yuwa1243,D54*,4,Yuwaaliyaay,walan,walan,tough,"Ash, A. and Lissarrague, A. and Giacon, J",tough,adjective,-29.84291122144783,149.806501013693,NA,NA,NA,NA
Yuwaaliyaay,Central NSW,Pama-Nyungan,kld,yuwa1243,D54*,4,Yuwaaliyaay,wirraa-y,wiraː-j,limp,"Ash, A. and Lissarrague, A. and Giacon, J",limp,Vi,-29.84291122144783,149.806501013693,NA,NA,NA,NA
Yuwaaliyaay,Central NSW,Pama-Nyungan,kld,yuwa1243,D54*,4,Yuwaaliyaay,muga,muka,blunt,"Ash, A. and Lissarrague, A. and Giacon, J",blunt,Adj,-29.84291122144783,149.806501013693,NA,NA,NA,NA
Yuwaaliyaay,Central NSW,Pama-Nyungan,kld,yuwa1243,D54*,4,Yuwaaliyaay,walanbaa,walanpaː,hard,"Ash, A. and Lissarrague, A. and Giacon, J",hard,Adj,-29.84291122144783,149.806501013693,NA,NA,NA,NA
Yuwaaliyaay,Central NSW,Pama-Nyungan,kld,yuwa1243,D54*,4,Yuwaaliyaay,walanbaa,walanpaː,solid,"Ash, A. and Lissarrague, A. and Giacon, J",solid,Adj,-29.84291122144783,149.806501013693,NA,NA,NA,NA
Yuwaaliyaay,Central NSW,Pama-Nyungan,kld,yuwa1243,D54*,4,Yuwaaliyaay,walanbaa,walanpaː,tough,"Ash, A. and Lissarrague, A. and Giacon, J",tough,adjective,-29.84291122144783,149.806501013693,NA,NA,NA,NA
Yuwaaliyaay,Central NSW,Pama-Nyungan,kld,yuwa1243,D54*,4,Yuwaaliyaay,bilga,pilka,bony,"Ash, A. and Lissarrague, A. and Giacon, J",bony,adjective,-29.84291122144783,149.806501013693,NA,NA,NA,NA
Yuwaaliyaay,Central NSW,Pama-Nyungan,kld,yuwa1243,D54*,4,Yuwaaliyaay,buyabuya,pujapuja,bony,"Ash, A. and Lissarrague, A. and Giacon, J",bony,adjective,-29.84291122144783,149.806501013693,NA,NA,NA,NA
