participant,overall.dur,roughness,stimulus,etymology.source,all.r,all.l
R_3CHocKls9HFwIp0,569,2.73,barázdált,slavic,1,1
R_231pwiLAC5ZSwkg,588,2.33,barázdált,slavic,1,1
R_pK6D4qIrzWOHXrj,774,3.25,barázdált,slavic,1,1
R_8nZbxNURhEAQ0wN,768,2.58,barázdált,slavic,1,1
R_1KmaYsKDeil9Ulu,630,2.94,barázdált,slavic,1,1
R_2f73AcR8uA82XLd,773,5.07,barázdált,slavic,1,1
R_3ELPEMeSqeojjKD,4499,3.87,barázdált,slavic,1,1
R_29QlGRes7a1ZuSt,1006,6.07,barázdált,slavic,1,1
R_AgvhV0T99Hi9hAt,4604,1.22,barázdált,slavic,1,1
R_3QR929IrgiCVniq,519,3.08,barázdált,slavic,1,1
R_2t6dfZt35dI0dhl,682,2.13,barázdált,slavic,1,1
R_3Po5gbqeIdAHi9l,668,2.01,barázdált,slavic,1,1
R_32Mja3MNPo5Np98,536,7,barázdált,slavic,1,1
R_3qsVbzSPnkEZ9Pu,483,3.39,barázdált,slavic,1,1
R_qBZVAGbiygl16yR,674,1.07,barázdált,slavic,1,1
R_3MEgzBiFCJBMAUN,457,5.7,barázdált,slavic,1,1
R_rkYNuZF0SgK0JGh,732,2.82,barázdált,slavic,1,1
R_29oCgZSCYIJePHg,792,3.37,barázdált,slavic,1,1
R_2pY9bqFFpuTAS1a,284,7,barázdált,slavic,1,1
R_1GwflvMIvtpVDSz,652,5.74,barázdált,slavic,1,1
R_3CHocKls9HFwIp0,569,1.21,bodros,from other,1,0
R_231pwiLAC5ZSwkg,588,0,bodros,from other,1,0
R_pK6D4qIrzWOHXrj,774,2.14,bodros,from other,1,0
R_8nZbxNURhEAQ0wN,768,0,bodros,from other,1,0
R_1KmaYsKDeil9Ulu,630,4.15,bodros,from other,1,0
R_2f73AcR8uA82XLd,773,0,bodros,from other,1,0
R_3ELPEMeSqeojjKD,4499,4.78,bodros,from other,1,0
R_29QlGRes7a1ZuSt,1006,0,bodros,from other,1,0
R_AgvhV0T99Hi9hAt,4604,0,bodros,from other,1,0
R_3QR929IrgiCVniq,519,1.56,bodros,from other,1,0
R_2t6dfZt35dI0dhl,682,2.82,bodros,from other,1,0
R_3Po5gbqeIdAHi9l,668,0,bodros,from other,1,0
R_32Mja3MNPo5Np98,536,1.2,bodros,from other,1,0
R_3qsVbzSPnkEZ9Pu,483,2.16,bodros,from other,1,0
R_qBZVAGbiygl16yR,674,2.59,bodros,from other,1,0
R_3MEgzBiFCJBMAUN,457,0,bodros,from other,1,0
R_rkYNuZF0SgK0JGh,732,-0.85,bodros,from other,1,0
R_29oCgZSCYIJePHg,792,1.32,bodros,from other,1,0
R_2pY9bqFFpuTAS1a,284,7,bodros,from other,1,0
R_1GwflvMIvtpVDSz,652,3.14,bodros,from other,1,0
R_3CHocKls9HFwIp0,569,1.26,bolyhos,unknown,0,0
R_231pwiLAC5ZSwkg,588,1.44,bolyhos,unknown,0,0
R_pK6D4qIrzWOHXrj,774,-3.85,bolyhos,unknown,0,0
R_8nZbxNURhEAQ0wN,768,0,bolyhos,unknown,0,0
R_1KmaYsKDeil9Ulu,630,2.54,bolyhos,unknown,0,0
R_2f73AcR8uA82XLd,773,0,bolyhos,unknown,0,0
R_3ELPEMeSqeojjKD,4499,4.37,bolyhos,unknown,0,0
R_29QlGRes7a1ZuSt,1006,1.35,bolyhos,unknown,0,0
R_AgvhV0T99Hi9hAt,4604,-0.75,bolyhos,unknown,0,0
R_3QR929IrgiCVniq,519,1.3,bolyhos,unknown,0,0
R_2t6dfZt35dI0dhl,682,1.14,bolyhos,unknown,0,0
R_3Po5gbqeIdAHi9l,668,0,bolyhos,unknown,0,0
R_32Mja3MNPo5Np98,536,0,bolyhos,unknown,0,0
R_3qsVbzSPnkEZ9Pu,483,0,bolyhos,unknown,0,0
R_qBZVAGbiygl16yR,674,1.11,bolyhos,unknown,0,0
R_3MEgzBiFCJBMAUN,457,1.75,bolyhos,unknown,0,0
R_rkYNuZF0SgK0JGh,732,-1.42,bolyhos,unknown,0,0
R_29oCgZSCYIJePHg,792,-0.63,bolyhos,unknown,0,0
R_2pY9bqFFpuTAS1a,284,0.02,bolyhos,unknown,0,0
R_1GwflvMIvtpVDSz,652,1.2,bolyhos,unknown,0,0
R_3CHocKls9HFwIp0,569,3.37,bordázott,slavic,1,0
R_231pwiLAC5ZSwkg,588,1.52,bordázott,slavic,1,0
R_pK6D4qIrzWOHXrj,774,0.36,bordázott,slavic,1,0
R_8nZbxNURhEAQ0wN,768,0,bordázott,slavic,1,0
R_1KmaYsKDeil9Ulu,630,5.78,bordázott,slavic,1,0
R_2f73AcR8uA82XLd,773,4.12,bordázott,slavic,1,0
R_3ELPEMeSqeojjKD,4499,4.11,bordázott,slavic,1,0
R_29QlGRes7a1ZuSt,1006,0,bordázott,slavic,1,0
R_AgvhV0T99Hi9hAt,4604,0.99,bordázott,slavic,1,0
R_3QR929IrgiCVniq,519,2.13,bordázott,slavic,1,0
R_2t6dfZt35dI0dhl,682,3.19,bordázott,slavic,1,0
R_3Po5gbqeIdAHi9l,668,1.05,bordázott,slavic,1,0
R_32Mja3MNPo5Np98,536,4.1,bordázott,slavic,1,0
R_3qsVbzSPnkEZ9Pu,483,3.06,bordázott,slavic,1,0
R_qBZVAGbiygl16yR,674,2.26,bordázott,slavic,1,0
R_3MEgzBiFCJBMAUN,457,5.84,bordázott,slavic,1,0
R_rkYNuZF0SgK0JGh,732,1.83,bordázott,slavic,1,0
R_29oCgZSCYIJePHg,792,3.59,bordázott,slavic,1,0
R_2pY9bqFFpuTAS1a,284,7,bordázott,slavic,1,0
R_1GwflvMIvtpVDSz,652,3.92,bordázott,slavic,1,0
R_3CHocKls9HFwIp0,569,3.52,borostás,germanic,1,0
R_231pwiLAC5ZSwkg,588,3.15,borostás,germanic,1,0
R_pK6D4qIrzWOHXrj,774,4.96,borostás,germanic,1,0
R_8nZbxNURhEAQ0wN,768,5.17,borostás,germanic,1,0
R_1KmaYsKDeil9Ulu,630,2.41,borostás,germanic,1,0
R_2f73AcR8uA82XLd,773,6.19,borostás,germanic,1,0
R_3ELPEMeSqeojjKD,4499,5.39,borostás,germanic,1,0
R_29QlGRes7a1ZuSt,1006,6.45,borostás,germanic,1,0
R_AgvhV0T99Hi9hAt,4604,5.52,borostás,germanic,1,0
R_3QR929IrgiCVniq,519,4.02,borostás,germanic,1,0
R_2t6dfZt35dI0dhl,682,5.3,borostás,germanic,1,0
R_3Po5gbqeIdAHi9l,668,1.95,borostás,germanic,1,0
R_32Mja3MNPo5Np98,536,5.11,borostás,germanic,1,0
R_3qsVbzSPnkEZ9Pu,483,2.49,borostás,germanic,1,0
R_qBZVAGbiygl16yR,674,3.93,borostás,germanic,1,0
R_3MEgzBiFCJBMAUN,457,4.69,borostás,germanic,1,0
R_rkYNuZF0SgK0JGh,732,3.96,borostás,germanic,1,0
R_29oCgZSCYIJePHg,792,5.78,borostás,germanic,1,0
R_2pY9bqFFpuTAS1a,284,4.38,borostás,germanic,1,0
R_1GwflvMIvtpVDSz,652,3.37,borostás,germanic,1,0
R_3CHocKls9HFwIp0,569,1.13,buborékos,from other,1,0
R_231pwiLAC5ZSwkg,588,0,buborékos,from other,1,0
R_pK6D4qIrzWOHXrj,774,-2.3,buborékos,from other,1,0
R_8nZbxNURhEAQ0wN,768,-6.76,buborékos,from other,1,0
R_1KmaYsKDeil9Ulu,630,-1.68,buborékos,from other,1,0
R_2f73AcR8uA82XLd,773,1.18,buborékos,from other,1,0
R_3ELPEMeSqeojjKD,4499,3.96,buborékos,from other,1,0
R_29QlGRes7a1ZuSt,1006,0,buborékos,from other,1,0
R_AgvhV0T99Hi9hAt,4604,0,buborékos,from other,1,0
R_3QR929IrgiCVniq,519,-1.81,buborékos,from other,1,0
R_2t6dfZt35dI0dhl,682,0,buborékos,from other,1,0
R_3Po5gbqeIdAHi9l,668,0,buborékos,from other,1,0
R_32Mja3MNPo5Np98,536,-4.04,buborékos,from other,1,0
R_3qsVbzSPnkEZ9Pu,483,0,buborékos,from other,1,0
R_qBZVAGbiygl16yR,674,0.04,buborékos,from other,1,0
R_3MEgzBiFCJBMAUN,457,-3.81,buborékos,from other,1,0
R_rkYNuZF0SgK0JGh,732,-1.06,buborékos,from other,1,0
R_29oCgZSCYIJePHg,792,-0.99,buborékos,from other,1,0
R_2pY9bqFFpuTAS1a,284,5.88,buborékos,from other,1,0
R_1GwflvMIvtpVDSz,652,3,buborékos,from other,1,0
R_3CHocKls9HFwIp0,569,-4.15,bársonyos,turkic,1,0
R_231pwiLAC5ZSwkg,588,-1.01,bársonyos,turkic,1,0
R_pK6D4qIrzWOHXrj,774,-5.04,bársonyos,turkic,1,0
R_8nZbxNURhEAQ0wN,768,-3.08,bársonyos,turkic,1,0
R_1KmaYsKDeil9Ulu,630,-3.77,bársonyos,turkic,1,0
R_2f73AcR8uA82XLd,773,0.57,bársonyos,turkic,1,0
R_3ELPEMeSqeojjKD,4499,-3.51,bársonyos,turkic,1,0
R_29QlGRes7a1ZuSt,1006,-6.95,bársonyos,turkic,1,0
R_AgvhV0T99Hi9hAt,4604,-2.84,bársonyos,turkic,1,0
R_3QR929IrgiCVniq,519,-7,bársonyos,turkic,1,0
R_2t6dfZt35dI0dhl,682,-0.93,bársonyos,turkic,1,0
R_3Po5gbqeIdAHi9l,668,-4.95,bársonyos,turkic,1,0
R_32Mja3MNPo5Np98,536,-7,bársonyos,turkic,1,0
R_3qsVbzSPnkEZ9Pu,483,-4.63,bársonyos,turkic,1,0
R_qBZVAGbiygl16yR,674,-6.02,bársonyos,turkic,1,0
R_3MEgzBiFCJBMAUN,457,-5.13,bársonyos,turkic,1,0
R_rkYNuZF0SgK0JGh,732,-3.63,bársonyos,turkic,1,0
R_29oCgZSCYIJePHg,792,-6.29,bársonyos,turkic,1,0
R_2pY9bqFFpuTAS1a,284,-7,bársonyos,turkic,1,0
R_1GwflvMIvtpVDSz,652,-1.97,bársonyos,turkic,1,0
R_3CHocKls9HFwIp0,569,3.55,bütykös,from other,0,0
R_231pwiLAC5ZSwkg,588,3.17,bütykös,from other,0,0
R_pK6D4qIrzWOHXrj,774,2.14,bütykös,from other,0,0
R_8nZbxNURhEAQ0wN,768,1.56,bütykös,from other,0,0
R_1KmaYsKDeil9Ulu,630,4.15,bütykös,from other,0,0
R_2f73AcR8uA82XLd,773,4.06,bütykös,from other,0,0
R_3ELPEMeSqeojjKD,4499,2.55,bütykös,from other,0,0
R_29QlGRes7a1ZuSt,1006,1.4,bütykös,from other,0,0
R_AgvhV0T99Hi9hAt,4604,1.42,bütykös,from other,0,0
R_3QR929IrgiCVniq,519,4.79,bütykös,from other,0,0
R_2t6dfZt35dI0dhl,682,3.02,bütykös,from other,0,0
R_3Po5gbqeIdAHi9l,668,2.13,bütykös,from other,0,0
R_32Mja3MNPo5Np98,536,4.16,bütykös,from other,0,0
R_3qsVbzSPnkEZ9Pu,483,2.4,bütykös,from other,0,0
R_qBZVAGbiygl16yR,674,1.09,bütykös,from other,0,0
R_3MEgzBiFCJBMAUN,457,5.19,bütykös,from other,0,0
R_rkYNuZF0SgK0JGh,732,3.81,bütykös,from other,0,0
R_29oCgZSCYIJePHg,792,5.15,bütykös,from other,0,0
R_2pY9bqFFpuTAS1a,284,4.46,bütykös,from other,0,0
R_1GwflvMIvtpVDSz,652,3.63,bütykös,from other,0,0
R_3CHocKls9HFwIp0,569,3.53,csipkés,innovation,0,0
R_231pwiLAC5ZSwkg,588,1.12,csipkés,innovation,0,0
R_pK6D4qIrzWOHXrj,774,1.49,csipkés,innovation,0,0
R_8nZbxNURhEAQ0wN,768,0.47,csipkés,innovation,0,0
R_1KmaYsKDeil9Ulu,630,2.18,csipkés,innovation,0,0
R_2f73AcR8uA82XLd,773,1.66,csipkés,innovation,0,0
R_3ELPEMeSqeojjKD,4499,2.28,csipkés,innovation,0,0
R_29QlGRes7a1ZuSt,1006,2.61,csipkés,innovation,0,0
R_AgvhV0T99Hi9hAt,4604,0,csipkés,innovation,0,0
R_3QR929IrgiCVniq,519,1.42,csipkés,innovation,0,0
R_2t6dfZt35dI0dhl,682,1.06,csipkés,innovation,0,0
R_3Po5gbqeIdAHi9l,668,1.1,csipkés,innovation,0,0
R_32Mja3MNPo5Np98,536,-2.96,csipkés,innovation,0,0
R_3qsVbzSPnkEZ9Pu,483,1.83,csipkés,innovation,0,0
R_qBZVAGbiygl16yR,674,2.06,csipkés,innovation,0,0
R_3MEgzBiFCJBMAUN,457,1.97,csipkés,innovation,0,0
R_rkYNuZF0SgK0JGh,732,4.93,csipkés,innovation,0,0
R_29oCgZSCYIJePHg,792,2.9,csipkés,innovation,0,0
R_2pY9bqFFpuTAS1a,284,3.92,csipkés,innovation,0,0
R_1GwflvMIvtpVDSz,652,1.58,csipkés,innovation,0,0
R_3CHocKls9HFwIp0,569,6.34,csiszoló,innovation,0,1
R_231pwiLAC5ZSwkg,588,2.52,csiszoló,innovation,0,1
R_pK6D4qIrzWOHXrj,774,6.29,csiszoló,innovation,0,1
R_8nZbxNURhEAQ0wN,768,7,csiszoló,innovation,0,1
R_1KmaYsKDeil9Ulu,630,2.37,csiszoló,innovation,0,1
R_2f73AcR8uA82XLd,773,-1.16,csiszoló,innovation,0,1
R_3ELPEMeSqeojjKD,4499,4.75,csiszoló,innovation,0,1
R_29QlGRes7a1ZuSt,1006,0,csiszoló,innovation,0,1
R_AgvhV0T99Hi9hAt,4604,5.03,csiszoló,innovation,0,1
R_3QR929IrgiCVniq,519,3.55,csiszoló,innovation,0,1
R_2t6dfZt35dI0dhl,682,-6.27,csiszoló,innovation,0,1
R_3Po5gbqeIdAHi9l,668,0,csiszoló,innovation,0,1
R_32Mja3MNPo5Np98,536,6.19,csiszoló,innovation,0,1
R_3qsVbzSPnkEZ9Pu,483,-2.73,csiszoló,innovation,0,1
R_qBZVAGbiygl16yR,674,6.17,csiszoló,innovation,0,1
R_3MEgzBiFCJBMAUN,457,5.11,csiszoló,innovation,0,1
R_rkYNuZF0SgK0JGh,732,6.61,csiszoló,innovation,0,1
R_29oCgZSCYIJePHg,792,7,csiszoló,innovation,0,1
R_2pY9bqFFpuTAS1a,284,0.02,csiszoló,innovation,0,1
R_1GwflvMIvtpVDSz,652,2.39,csiszoló,innovation,0,1
R_3CHocKls9HFwIp0,569,0,csontos,finnougric,0,0
R_231pwiLAC5ZSwkg,588,1.1,csontos,finnougric,0,0
R_pK6D4qIrzWOHXrj,774,0,csontos,finnougric,0,0
R_8nZbxNURhEAQ0wN,768,0,csontos,finnougric,0,0
R_1KmaYsKDeil9Ulu,630,-3.1,csontos,finnougric,0,0
R_2f73AcR8uA82XLd,773,2.21,csontos,finnougric,0,0
R_3ELPEMeSqeojjKD,4499,3.7,csontos,finnougric,0,0
R_29QlGRes7a1ZuSt,1006,2.17,csontos,finnougric,0,0
R_AgvhV0T99Hi9hAt,4604,0,csontos,finnougric,0,0
R_3QR929IrgiCVniq,519,2.46,csontos,finnougric,0,0
R_2t6dfZt35dI0dhl,682,3.1,csontos,finnougric,0,0
R_3Po5gbqeIdAHi9l,668,-1.81,csontos,finnougric,0,0
R_32Mja3MNPo5Np98,536,-3.86,csontos,finnougric,0,0
R_3qsVbzSPnkEZ9Pu,483,3.44,csontos,finnougric,0,0
R_qBZVAGbiygl16yR,674,0.85,csontos,finnougric,0,0
R_3MEgzBiFCJBMAUN,457,5.44,csontos,finnougric,0,0
R_rkYNuZF0SgK0JGh,732,-3.15,csontos,finnougric,0,0
R_29oCgZSCYIJePHg,792,5.86,csontos,finnougric,0,0
R_2pY9bqFFpuTAS1a,284,5.92,csontos,finnougric,0,0
R_1GwflvMIvtpVDSz,652,1.32,csontos,finnougric,0,0
R_3CHocKls9HFwIp0,569,0,csupasz,innovation,0,0
R_231pwiLAC5ZSwkg,588,0,csupasz,innovation,0,0
R_pK6D4qIrzWOHXrj,774,-4.53,csupasz,innovation,0,0
R_8nZbxNURhEAQ0wN,768,-5.8,csupasz,innovation,0,0
R_1KmaYsKDeil9Ulu,630,-2.32,csupasz,innovation,0,0
R_2f73AcR8uA82XLd,773,-5.36,csupasz,innovation,0,0
R_3ELPEMeSqeojjKD,4499,-6.24,csupasz,innovation,0,0
R_29QlGRes7a1ZuSt,1006,0,csupasz,innovation,0,0
R_AgvhV0T99Hi9hAt,4604,-6.98,csupasz,innovation,0,0
R_3QR929IrgiCVniq,519,-2.84,csupasz,innovation,0,0
R_2t6dfZt35dI0dhl,682,-4.08,csupasz,innovation,0,0
R_3Po5gbqeIdAHi9l,668,-4.06,csupasz,innovation,0,0
R_32Mja3MNPo5Np98,536,-7,csupasz,innovation,0,0
R_3qsVbzSPnkEZ9Pu,483,-4.86,csupasz,innovation,0,0
R_qBZVAGbiygl16yR,674,-6.1,csupasz,innovation,0,0
R_3MEgzBiFCJBMAUN,457,-4.06,csupasz,innovation,0,0
R_rkYNuZF0SgK0JGh,732,-4.79,csupasz,innovation,0,0
R_29oCgZSCYIJePHg,792,-4.65,csupasz,innovation,0,0
R_2pY9bqFFpuTAS1a,284,-6.98,csupasz,innovation,0,0
R_1GwflvMIvtpVDSz,652,-4.1,csupasz,innovation,0,0
R_3CHocKls9HFwIp0,569,-6.85,csúszós,innovation,0,0
R_231pwiLAC5ZSwkg,588,-5.76,csúszós,innovation,0,0
R_pK6D4qIrzWOHXrj,774,-5.05,csúszós,innovation,0,0
R_8nZbxNURhEAQ0wN,768,-6.03,csúszós,innovation,0,0
R_1KmaYsKDeil9Ulu,630,-3.8,csúszós,innovation,0,0
R_2f73AcR8uA82XLd,773,-6.11,csúszós,innovation,0,0
R_3ELPEMeSqeojjKD,4499,-5.48,csúszós,innovation,0,0
R_29QlGRes7a1ZuSt,1006,-3.54,csúszós,innovation,0,0
R_AgvhV0T99Hi9hAt,4604,-6.84,csúszós,innovation,0,0
R_3QR929IrgiCVniq,519,-3.92,csúszós,innovation,0,0
R_2t6dfZt35dI0dhl,682,-6.98,csúszós,innovation,0,0
R_3Po5gbqeIdAHi9l,668,-3.85,csúszós,innovation,0,0
R_32Mja3MNPo5Np98,536,-7,csúszós,innovation,0,0
R_3qsVbzSPnkEZ9Pu,483,-5.53,csúszós,innovation,0,0
R_qBZVAGbiygl16yR,674,-5.88,csúszós,innovation,0,0
R_3MEgzBiFCJBMAUN,457,-6.45,csúszós,innovation,0,0
R_rkYNuZF0SgK0JGh,732,-6.92,csúszós,innovation,0,0
R_29oCgZSCYIJePHg,792,-6.98,csúszós,innovation,0,0
R_2pY9bqFFpuTAS1a,284,-7,csúszós,innovation,0,0
R_1GwflvMIvtpVDSz,652,-5.76,csúszós,innovation,0,0
R_3CHocKls9HFwIp0,569,2.64,darabos,slavic,1,0
R_231pwiLAC5ZSwkg,588,2.6,darabos,slavic,1,0
R_pK6D4qIrzWOHXrj,774,2.35,darabos,slavic,1,0
R_8nZbxNURhEAQ0wN,768,0,darabos,slavic,1,0
R_1KmaYsKDeil9Ulu,630,4.93,darabos,slavic,1,0
R_2f73AcR8uA82XLd,773,1.7,darabos,slavic,1,0
R_3ELPEMeSqeojjKD,4499,4.72,darabos,slavic,1,0
R_29QlGRes7a1ZuSt,1006,0,darabos,slavic,1,0
R_AgvhV0T99Hi9hAt,4604,2.94,darabos,slavic,1,0
R_3QR929IrgiCVniq,519,4.18,darabos,slavic,1,0
R_2t6dfZt35dI0dhl,682,5.34,darabos,slavic,1,0
R_3Po5gbqeIdAHi9l,668,0,darabos,slavic,1,0
R_32Mja3MNPo5Np98,536,6.25,darabos,slavic,1,0
R_3qsVbzSPnkEZ9Pu,483,3.92,darabos,slavic,1,0
R_qBZVAGbiygl16yR,674,0,darabos,slavic,1,0
R_3MEgzBiFCJBMAUN,457,1.72,darabos,slavic,1,0
R_rkYNuZF0SgK0JGh,732,3.39,darabos,slavic,1,0
R_29oCgZSCYIJePHg,792,5.56,darabos,slavic,1,0
R_2pY9bqFFpuTAS1a,284,5.21,darabos,slavic,1,0
R_1GwflvMIvtpVDSz,652,2.84,darabos,slavic,1,0
R_3CHocKls9HFwIp0,569,0,domború,from other,1,0
R_231pwiLAC5ZSwkg,588,0,domború,from other,1,0
R_pK6D4qIrzWOHXrj,774,2.73,domború,from other,1,0
R_8nZbxNURhEAQ0wN,768,0,domború,from other,1,0
R_1KmaYsKDeil9Ulu,630,4.12,domború,from other,1,0
R_2f73AcR8uA82XLd,773,-2.66,domború,from other,1,0
R_3ELPEMeSqeojjKD,4499,-3.01,domború,from other,1,0
R_29QlGRes7a1ZuSt,1006,0,domború,from other,1,0
R_AgvhV0T99Hi9hAt,4604,-6.98,domború,from other,1,0
R_3QR929IrgiCVniq,519,-2.21,domború,from other,1,0
R_2t6dfZt35dI0dhl,682,-5.03,domború,from other,1,0
R_3Po5gbqeIdAHi9l,668,1.12,domború,from other,1,0
R_32Mja3MNPo5Np98,536,-5.05,domború,from other,1,0
R_3qsVbzSPnkEZ9Pu,483,-6.29,domború,from other,1,0
R_qBZVAGbiygl16yR,674,-3.65,domború,from other,1,0
R_3MEgzBiFCJBMAUN,457,1.91,domború,from other,1,0
R_rkYNuZF0SgK0JGh,732,0.59,domború,from other,1,0
R_29oCgZSCYIJePHg,792,2.56,domború,from other,1,0
R_2pY9bqFFpuTAS1a,284,-4.34,domború,from other,1,0
R_1GwflvMIvtpVDSz,652,1.44,domború,from other,1,0
R_3CHocKls9HFwIp0,569,0,dudoros,from other,1,0
R_231pwiLAC5ZSwkg,588,1.6,dudoros,from other,1,0
R_pK6D4qIrzWOHXrj,774,1.97,dudoros,from other,1,0
R_8nZbxNURhEAQ0wN,768,0.55,dudoros,from other,1,0
R_1KmaYsKDeil9Ulu,630,2.68,dudoros,from other,1,0
R_2f73AcR8uA82XLd,773,2.48,dudoros,from other,1,0
R_3ELPEMeSqeojjKD,4499,2.66,dudoros,from other,1,0
R_29QlGRes7a1ZuSt,1006,0,dudoros,from other,1,0
R_AgvhV0T99Hi9hAt,4604,1.77,dudoros,from other,1,0
R_3QR929IrgiCVniq,519,2.54,dudoros,from other,1,0
R_2t6dfZt35dI0dhl,682,3.19,dudoros,from other,1,0
R_3Po5gbqeIdAHi9l,668,5.28,dudoros,from other,1,0
R_32Mja3MNPo5Np98,536,0,dudoros,from other,1,0
R_3qsVbzSPnkEZ9Pu,483,3.82,dudoros,from other,1,0
R_qBZVAGbiygl16yR,674,-0.73,dudoros,from other,1,0
R_3MEgzBiFCJBMAUN,457,5.72,dudoros,from other,1,0
R_rkYNuZF0SgK0JGh,732,0.93,dudoros,from other,1,0
R_29oCgZSCYIJePHg,792,3.51,dudoros,from other,1,0
R_2pY9bqFFpuTAS1a,284,6.59,dudoros,from other,1,0
R_1GwflvMIvtpVDSz,652,4.71,dudoros,from other,1,0
R_3CHocKls9HFwIp0,569,4.49,durva,unknown,1,0
R_231pwiLAC5ZSwkg,588,3.69,durva,unknown,1,0
R_pK6D4qIrzWOHXrj,774,4.01,durva,unknown,1,0
R_8nZbxNURhEAQ0wN,768,6.94,durva,unknown,1,0
R_1KmaYsKDeil9Ulu,630,6.19,durva,unknown,1,0
R_2f73AcR8uA82XLd,773,1.1,durva,unknown,1,0
R_3ELPEMeSqeojjKD,4499,7,durva,unknown,1,0
R_29QlGRes7a1ZuSt,1006,7,durva,unknown,1,0
R_AgvhV0T99Hi9hAt,4604,7,durva,unknown,1,0
R_3QR929IrgiCVniq,519,7,durva,unknown,1,0
R_2t6dfZt35dI0dhl,682,3.06,durva,unknown,1,0
R_3Po5gbqeIdAHi9l,668,4.12,durva,unknown,1,0
R_32Mja3MNPo5Np98,536,5.23,durva,unknown,1,0
R_3qsVbzSPnkEZ9Pu,483,4.91,durva,unknown,1,0
R_qBZVAGbiygl16yR,674,4.23,durva,unknown,1,0
R_3MEgzBiFCJBMAUN,457,7,durva,unknown,1,0
R_rkYNuZF0SgK0JGh,732,6.68,durva,unknown,1,0
R_29oCgZSCYIJePHg,792,4.91,durva,unknown,1,0
R_2pY9bqFFpuTAS1a,284,7,durva,unknown,1,0
R_1GwflvMIvtpVDSz,652,5.05,durva,unknown,1,0
R_3CHocKls9HFwIp0,569,0.31,egyenetlen,from other,0,1
R_231pwiLAC5ZSwkg,588,2.17,egyenetlen,from other,0,1
R_pK6D4qIrzWOHXrj,774,2.23,egyenetlen,from other,0,1
R_8nZbxNURhEAQ0wN,768,0,egyenetlen,from other,0,1
R_1KmaYsKDeil9Ulu,630,3.18,egyenetlen,from other,0,1
R_2f73AcR8uA82XLd,773,1.08,egyenetlen,from other,0,1
R_3ELPEMeSqeojjKD,4499,3.97,egyenetlen,from other,0,1
R_29QlGRes7a1ZuSt,1006,1.67,egyenetlen,from other,0,1
R_AgvhV0T99Hi9hAt,4604,1.03,egyenetlen,from other,0,1
R_3QR929IrgiCVniq,519,2.54,egyenetlen,from other,0,1
R_2t6dfZt35dI0dhl,682,2.11,egyenetlen,from other,0,1
R_3Po5gbqeIdAHi9l,668,0.93,egyenetlen,from other,0,1
R_32Mja3MNPo5Np98,536,1.01,egyenetlen,from other,0,1
R_3qsVbzSPnkEZ9Pu,483,1.64,egyenetlen,from other,0,1
R_qBZVAGbiygl16yR,674,1.17,egyenetlen,from other,0,1
R_3MEgzBiFCJBMAUN,457,1.95,egyenetlen,from other,0,1
R_rkYNuZF0SgK0JGh,732,4.1,egyenetlen,from other,0,1
R_29oCgZSCYIJePHg,792,0.95,egyenetlen,from other,0,1
R_2pY9bqFFpuTAS1a,284,3.61,egyenetlen,from other,0,1
R_1GwflvMIvtpVDSz,652,1.74,egyenetlen,from other,0,1
R_3CHocKls9HFwIp0,569,0,egyenletes,from  other,0,1
R_231pwiLAC5ZSwkg,588,0,egyenletes,from  other,0,1
R_pK6D4qIrzWOHXrj,774,-2.8,egyenletes,from  other,0,1
R_8nZbxNURhEAQ0wN,768,0.04,egyenletes,from  other,0,1
R_1KmaYsKDeil9Ulu,630,-4.83,egyenletes,from  other,0,1
R_2f73AcR8uA82XLd,773,-5.07,egyenletes,from  other,0,1
R_3ELPEMeSqeojjKD,4499,-7,egyenletes,from  other,0,1
R_29QlGRes7a1ZuSt,1006,0,egyenletes,from  other,0,1
R_AgvhV0T99Hi9hAt,4604,-2.37,egyenletes,from  other,0,1
R_3QR929IrgiCVniq,519,-7,egyenletes,from  other,0,1
R_2t6dfZt35dI0dhl,682,-6.98,egyenletes,from  other,0,1
R_3Po5gbqeIdAHi9l,668,-4.91,egyenletes,from  other,0,1
R_32Mja3MNPo5Np98,536,-5.09,egyenletes,from  other,0,1
R_3qsVbzSPnkEZ9Pu,483,-3.16,egyenletes,from  other,0,1
R_qBZVAGbiygl16yR,674,-4.93,egyenletes,from  other,0,1
R_3MEgzBiFCJBMAUN,457,-1.32,egyenletes,from  other,0,1
R_rkYNuZF0SgK0JGh,732,-0.83,egyenletes,from  other,0,1
R_29oCgZSCYIJePHg,792,-6.98,egyenletes,from  other,0,1
R_2pY9bqFFpuTAS1a,284,-7,egyenletes,from  other,0,1
R_1GwflvMIvtpVDSz,652,-0.99,egyenletes,from  other,0,1
R_3CHocKls9HFwIp0,569,-1.59,finom,romance,0,0
R_231pwiLAC5ZSwkg,588,0,finom,romance,0,0
R_pK6D4qIrzWOHXrj,774,0,finom,romance,0,0
R_8nZbxNURhEAQ0wN,768,-6.98,finom,romance,0,0
R_1KmaYsKDeil9Ulu,630,-2.94,finom,romance,0,0
R_2f73AcR8uA82XLd,773,-0.83,finom,romance,0,0
R_3ELPEMeSqeojjKD,4499,-3.92,finom,romance,0,0
R_29QlGRes7a1ZuSt,1006,-5.52,finom,romance,0,0
R_AgvhV0T99Hi9hAt,4604,0,finom,romance,0,0
