"*spéh₁-ti- / ?**sph₁-téi-","‘giving of nourishment, fattening up’ [f.] : Ind | *speh₁ ¹"
"*•s̱pʰr̥h₂‑","‘kicking, bursting forth’ [adj.] : Ind | *s̱pʰerh₂"
"*s̱mér-o-","‘recollection, loving memory’ [m.] : Ind | *s̱mer ²"
"*•srm̥-s-","‘debility, frailty’ [adj.] : Ind | *srom"
"*•srom-s-o-","‘weak, lame’ [adj.] : Ind | *srom"
"*h₃slidʰ-","‘slip, slide, error’ [f.] : Ind | *h₃sleidʰ"
"*n̥-","‘un-, not, without’ [pref.] : IIr Gk It Celt Gm Arm T | *ne"
"*•bʰug-s-o-","‘gladdening, giving enjoyment’ [adj.] : Iran | *bʰeug ²"
"*sru-ó-","‘implement for pouring’ [m. | meso.] : Ind | *sr⁃eu"
"*sueh₂d-tó-","‘seasoned, made sweet’ [adj. | meso.] : IIr | *sueh₂d"
"*sueh₂d-mén-","‘sweetness’ [m.] : Ind | *sueh₂d"
"*suéh₂d-mn̥","‘sweet thing, dainty food or drink’ [nt. | acro.] : Ind | *sueh₂d"
"*suenh₂-to-","‘sounding; sounded’ [adj.] : Ind | *suenh₂"
"*suenh₂-i-","‘sounding, noisy’ [adj.] : Ind | *suenh₂"
"*•suénh₂-os / *suénh₂-es-","‘sound, noise’ [nt.] : Ind | *suenh₂"
"*•suenh₂","‘sound, noise’ [m.] : Ind | *suenh₂"
"**suop-o-","‘sleeping’ [adj.] : Ind | *suep"
"*•sup-","‘asleep’ [adj.] : Ind | *suep"
"*•suer-","‘sound, call’ [f.] : Ind | *suer ²"
"*suor-ó-","‘sound, noise’ [m.] : Ind | *suer ²"
"*suer-i-","‘noisy’ [adj.] : Ind | *suer ²"
"*suéid-u-","‘sweating, toil, exertion’ [sb.] : Ind Celt | *sueid"
"*suid-nó-","‘sweating, perspiring’ [adj. | meso.] : Ind | *sueid"
"*gʷʰón-o-","‘killing, murder’ [m.] : Gk Arm | *gʷʰen"
"*•gʷʰen-","‘destroying, killing’ [adj.] : Ind | *gʷʰen"
"*•gʷʰn-o-","‘killing; ↪︎slaying, killing n.’ [adj.] : Ind | *gʷʰen"
"*•gʷʰn-i-h₂","‘striking, killing’ [f.] : Ind | *gʷʰen"
"*gʷʰén-tu- / *gʷʰn̥-téu-","‘killing, slaying’ [m. ? | ? prot.] : Ind | *gʷʰen"
"*gʷʰén-men-","‘stroke, blow, strike’ [mnt.] : Ind | *gʷʰen"
"*g̑ʰelh₃-t-","‘yellow, tawny’ [adj.] : Ind | *g̑ʰelh₃"
"*g̑ʰelh₃-mén-","‘yellow color, jaundice’ [m.] : Ind | *g̑ʰelh₃"
"*g̑ʰl̥h₃-i-","‘golden’ [adj.] : Ind | *g̑ʰelh₃"
"? •*g̑ʰeh₁-","‘letting go, throw, toss’ [f.] : Ind | *g̑ʰeh₁ ¹"
"↷*g̑ʰeis-dh₀-o-","‘hatred, anger’ [↷m.] : IIr | *g̑ʰei⁃s"
"*g̑ʰeu̯-is-","‘that which is poured out, oblation, sacrifical offering’ [nt.] : Ind Nur | *g̑ʰeu"
"*•g̑ʰu-t-","‘sacrified, offered in a sacrifice’ [adj.] : Ind | *g̑ʰeu"
"**g̑ʰéu-ti- / **g̑ʰu-téi-","‘pouring, pouring a libation’ [f.] : IIr It | *g̑ʰeu"
"*g̑ʰouẖ₀-treh₂","‘invocation’ [f.] : Ind | *g̑ʰeu⁃h₂ | *g̑ʰeu⁃h₃"
"*g̑ʰuh₀-tó-","‘called, invited, invoked’ [adj. | meso.] : Ind | *g̑ʰeu⁃h₂ | *g̑ʰeu⁃h₃"
"*•g̑ʰuh₀-","‘invoking, calling upon’ [adj.] : Ind | *g̑ʰeu⁃h₂ | *g̑ʰeu⁃h₃"
"*•g̑ʰuh₀-io-","‘invocation’ [nt.] : Ind | *g̑ʰeu⁃h₂ | *g̑ʰeu⁃h₃"
"*g̑ʰeuh₀-os","‘call, invocation’ [nt.] : Ind | *g̑ʰeu⁃h₂ | *g̑ʰeu⁃h₃"
"**g̑ʰéuh₀-ti- / **g̑uh₀-téi-","‘calling, invoking, invocation’ [f.] : IIr | *g̑ʰeu⁃h₂ | *g̑ʰeu⁃h₃"
"*g̑ʰóuẖ₀-io-","‘to be called or invoked’ [adj.] : IIr | *g̑ʰeu⁃h₂ | *g̑ʰeu⁃h₃"
"*g̑ʰers-i-","‘anticipation, impatient excitement’ [f. ?] : Ind | *g̑ʰer⁃s"
"**g̑ʰérs-u- / *g̑ʰr̥s-éu-","‘agitated, lively’ [adj.] : Ind | *g̑ʰer⁃s"
"*g̑ʰuor-ó-","‘snake’ [m. | meso.] : Ind | *g̑ʰuer"
"*g̑ʰur-os-","‘stealthily’ [adj. ?] : Ind | *g̑ʰuer"
"**g̑ʰuér-ti- / **g̑ʰu̯r̥-téi-","‘indirect, stealthy movement’ [f.] : Ind It | *g̑ʰuer"
"*h₁eish₂-ó-","‘gliding, moving speedily’ [adj.] : Ind | *h₁eish₂"
"*kʷelh₁-tro-","‘mover: feet, legs; movement, walking’ [nt.] : Ind | *kʷel, *kʷel⁃h₁ ¹"
"**térh₂-u- / **tr̥h₂-éu-","‘surpassing, superior’ [adj.] : Anat Ind | *terh₂"
"*s̱gʷésh₂-u-","‘dying out, exhaustion’ [f.] : Ind | *s̱gʷesh₂"
"↷*dʰgʷʰ-eh₁-ti-","‘singeing, heat’ [↷f.] : Ind | *dʰegʷʰ"
"*dʰih₀-eh₂","‘thinking, imagining’ [f.] : Ind | *dʰeih₀"
"*h₂nek̑-o-","‘attainable, accessible’ [adj.] : Ind | *h₂nek̑"
"*bʰih₂-ós / **bʰih₀-s-","‘fear’ [m.] : IIr | *bʰeih₂"
"? *lm̥bʰ-os","‘violence, impetuosity’ [nt.] : Ind | *lembʰ"
"*h₁rik̑-o-","‘tearing, making tears’ [adj.] : Ind | *h₁reik̑"
"*h₁rik̑-tó-","‘torn off, crushed’ [adj. | meso.] : Ind Gk | *h₁reik̑"
"*ueiẖ₁-nó-","‘going after, looking for’ [adj.] : IIr | *ueih₁ ¹"
"↷ *s̱tonẖ₂-i̯-u-","‘thundering adj.’ [↷ adj.] : Ind | *s̱ten⁃h₂"
"*h₃n̥gʷ-tó-","‘anointed, greased’ [pp. | meso.] : Ind It | *h₃engʷ"
"*h₂em-o-","‘violence, attack strength’ [m.] : IIr | *h₂em"
"*mud-r-u-","‘alert, cheerful’ [adj.] : Balt | *meud ¹"
"*smoi-s-o-","‘smiling, laughter’ [m.] : Sl | *smei"
"*sméi-ro-","‘wonderful, astonishing’ [adj.] : It | *smei"
"*smi-tó-","‘smiling’ [adj. | meso.] : Ind | *smei"
"*kel-to|eh₂-","‘barge’ [sb.] : Balt | *kel"
"*kel-no-","‘barge’ [m.] : Balt | *kel"
"*kl̥-no-","‘object pushed back and forth’ [m.] : Sl | *kel"
"*h₀eik̑-eh₂","‘possessions, property, wealth’ [f.] : Iran | *h₂eik̑ ¹ | *h₃eik̑"
"*h₀éik̑-ti- / **h₀ik̑-téi-","‘property, possession’ [f.] : Gm | *h₂eik̑ ¹ | *h₃eik̑"
"↷ ? *gʷg̑ʰōr-o-","‘flowing thing, water’ [↷ sb.] : Iran Arm | *gʷg̑ʰer"
"*lémbh₀-o-","‘hanging loosely from the body’ [adj.] : Gk It Gm T | *lembh₁ | *lembh₃"
"? *s̱lombh₀-ó-","‘mud, sludge’ [m.] : Gm | *lembh₁ | *lembh₃"
"*mors-ó-","‘oblivion’ [m.] : Arm Balt | *mers"
"*mors-u-","‘forgetful’ [adj.] : Balt | *mers"
"*sol-u-","‘water runoff, intermittent stream’ [m.] : Balt | *sel ¹"
"*k̑eh₀s-uen-","‘instruction, doctrine’ [nt.] : Iran | *k̑eh₀s"
"*uodʰh₁-uo-","‘cutting, division (?)’ [mnt.] : Celt | *uedʰh₁"
"*moik̑-to-","‘mixing, agitation’ [m] : Balt | *meik̑"
"**bʰrih₀-d-","‘piercing, sharp; sharp edge, sharpness’ [adj.; sb.] : Sl | *bʰreih₀"
"*kʷei-o-","‘heap, pile, heap, stack’ [m.] : Ind | *kʷei ²"
"*kʷi-ti-","‘layer, pile, stack’ [f.] : Ind Nur | *kʷei ²"
"*kʷi-tó-","‘assembled, piled up, heaped up’ [adj. | meso.] : Ind | *kʷei ²"
"*sg̑ʰid-tó-","‘split, having been split, divided’ [adj. | meso.] : Iran Gk It | *sg̑ʰeid"
"*sg̑ʰid-ih₂","‘split thing: piece of split wood’ [f.] : Gk | *sg̑ʰeid"
"*sg̑ʰoid-eh₂","‘splinter, chip’ [f.] : Balt | *sg̑ʰeid"
"? *s̱k̑ód‑os / ? *s̱k̑ód‑es‑","‘covering, dress, clothes’ [nt. | acro.] : Gm | *s̱k̑ed"
"↷?*kʷiḗu-t‑no‑","‘movement, action’ [↷ nt.] : IIr | *kʷieu"
"**kʷiéu-ti- / **kʷiu-téi-","‘movement, departure’ [f.] : IIr Arm | *kʷieu"
"*•kʷiou-o-","‘moving, impelling’ [adj.] : Gk | *kʷieu"
"↷ *dʰuh₀-k-i-","‘fury, rage’ [↷ sb.] : Balt | *dʰeu⁃h₀"
"*dʰouẖ₀-ro-","‘rushing about, foolish, crazy’ [adj.] : Sl | *dʰeu⁃h₀"
"*dʰuh₀-ró-","‘foolish, shy’ [adj.] : Balt | *dʰeu⁃h₀"
"↷ *dʰοuẖ₀-r-i-","‘folly, pointlessness’ [↷ f.] : Sl | *dʰeu⁃h₀"
"↷ **dʰuh₀-r-ie-","‘move around playfully’ [↷ vb.] : Gk | *dʰeu⁃h₀"
"*s̱reg-men-","‘dyed material’ [nt.] : Gk | *s̱reg"
"*dʰu̯n̥s-tó-","‘scattered; ↪︎scattered material’ [adj.] : Gm | *dʰuens"
"*dréu̯-n̥t- / *dr̥u̯-ént-","‘rushing, running, flowing’ [adj.] : Ind It Celt BSl + | *dreu"
"*drou-o-","‘running, flowing’ [adj.] : Iran + | *dreu"
"*dru-tó-","‘running, flowing’ [adj. | meso.] : Ind Celt | *dreu"
"*h₁ish₂-ró-","‘active, lively’ [adj.] : Ind Gk Celt Balt + | *h₁eish₂"
"*h₁oisẖ₂-mo-","‘impulse, anger’ [m.] : Iran | *h₁eish₂"
"*h₁oish₂-eh₁-","‘flowing (river name)’ [sb.] : Balt | *h₁eish₂"
"*h₁éish₂-ro-","‘flowing, running’ [adj.] : Balt + | *h₁eish₂"
"*h₁óish₂-n̥t- / *h₁ih₂s-ónt-","‘flowing, running’ [adj.] : Gm + | *h₁eish₂"
"*h₁oisẖ₁-tro-","‘impulse, irritation, madness’ [sb.] : Gk Balt | *h₁eish₂"
"*h₁eis-eh₂","‘impulse, anger’ [f.] : It | *h₁eish₂"
"*kóup-o-","‘grief, passion, anger’ [m.] : Ind Gm | *keup ¹"
"*kseubʰ-o-","‘shaking, quaking, trembling with emotion’ [m.] : Ind | *kseubʰ"
"*nid-eh₂","‘(river name)’ [f.] : Celt | *neid"
"*neid-eh₂","‘(river name)’ [f.] : BSl | *neid"
"**s̱pₑk̑-tó-","‘seen’ [adj.] : IIr It | *s̱pek̑"
"*s̱pek̑-tor","‘watcher’ [m.] : Iran It | *s̱pek̑"
"*péis-ter- / *pis-tór-","‘grinder, crusher, thresher’ [m.] : Ind It | *peis"
"↷ *pis-e-no-","‘meal, flour’ [↷ nt.] : Sl | *peis"
"*pís-mn̥ / *pₑs-mén‑","‘winnowed or shelled grain’ [nt.] : Gk | *peis"
"*prouth₂-o-","‘froth, foam, slobber’ [nt.] : Gm | *preuth₂"
"*préuth₂-n̥t- / **pruth₂-ónt-","‘frothing, foaming, snorting’ [adj.] : Iran | *preuth₂"
"*h₁lóig̑-o-","‘game, dance, song’ [m.] : Gm | *h₁leig̑"
"↷ *kloik̑-t-ieh₂","‘pliers’ [↷f.] : Sl | *kleik̑"
"*klik̑-eh₂","‘pincer’ [f.] : Balt | *kleik̑"
"*kl̥h₂m̥-ró-","‘weak’ [adj. | meso.] : Gk | *kleh₂m"
"*kl̥h₂m-ó-","‘sick’ [adj. | meso.] : Celt | *kleh₂m"
"*s̱gʷʰh₂l̥-men-","‘false step’ [nt.] : Gk | *s̱gʷʰh₂el"
"*n̥-s̱gʷʰh₂l-es-","‘steady, not liable to fall’ [adj.] : Gk | *s̱gʷʰh₂el"
"*s̱gʷʰh₂l-ó-","‘leg shackle’ [m. | meso.] : Gk | *s̱gʷʰh₂el"
"*h₂l̥k-éh₂","‘defensive strength’ [f.] : Gk | *h₂lek"
"*h₂l̥k-r̥","‘safeguard, defense’ [nt.] : Gk | *h₂lek"
"*las-n-i-","‘greedy’ [adj.] : Gk Celt | *las"
"*k̑ol-ó-","‘in a house, at home’ [adj. | meso.] : Ind | *k̑el ²"
"*k̑él-mn","‘shelter’ [nt.] : Ind | *k̑el ²"
"*k̑el-e-no-","‘protecting, defending; ↪︎shelter’ [adj.] : Ind | *k̑el ²"
"*k̑ól-io-","‘covered; ↪covered place > underworld,  hell’ [adj.] : Gm | *k̑el ²"
"*k̑ol-mo-","‘helmet’ [m.] : Balt + | *k̑el ²"
"*k̑ol-u-","‘protection’ [sb.] : Celt | *k̑el ²"
"**grés-ti- / **gr̥s-téi-","‘fodder, grass’ [f. | prot.] : Gk | *gres"
"? **grés-mn̥ / **gr̥s-mén-","‘grass, turf’ [nt.] : It | *gres"
"? *gr̥s-tér- ; [nsg.] *gr̥s-tēr (*‑er‑s)","‘stomach, belly’ [f.] : Gk | *gres"
"*gros-o-","‘mouthful’ [m.] : Ind | *gres"
"*koup-ro-","‘hump’ [sb.] : BSl | *koup"
"*top-lo-","‘warm’ [adj.] : Sl | *tep"
"**pléu-ti- / **plu-téi-","‘submerging, floating’ [f. | prot.] : Gk BSl | *pleu ¹"
"*h₀ig-r-i-","‘game’ [f.] : Sl | *h₀eig"
"*kob-i-","‘divination, omen’ [f.] : Sl | *kob"
"*kroi-lo-","‘bowed, bent’ [adj.] : Balt | *krei"
"*mórk-o-","‘darkness’ [m.] : Sl | *mer⁃k ¹"
"**dr⸰óu- (**dr̥⸰óu-)","‘tree’ [sb.] : Gk Balt | *der⁃u"
"*dʰoub-o|eh₂‑","‘deep place: pit, chasm, ravine’ [sb.] : Balt T | *dʰeub"
"*h₁óisk-u- / *h₁isk-éu-","‘clear’ [adj.] : Balt | *h₁ei⁃sk"
"**h₁ólẖ₁-n-","‘deer; elk’ [sb.] : BSl | *h₁elh₁"
"*h₂eph₃⸰el-i-","‘apple-tree’ [f.] : Balt | *h₂eph₃⁃l"
"↷*h₂elbʰ-ond-io|ieh₂","‘swan’ [↷mf.] : Sl | *h₂elbʰ"
"*kleh₂u-ti-","‘hook, peg’ [f.] : Balt | *kleh₂⁃u"
"*pod-o|eh₂-","‘bottom part, base’ [sb.] : Sl | *ped ¹"
"*h₁réh₁-mo-","‘oar’ [m.] : It | *h₁reh₁ ²"
"*dʰih₀gʷ-neh₂","‘handle’ [f.] : Balt | *dʰeih₀gʷ"
"*s̱kelh₁-m-","‘cut piece of wood’ [m.] : Balt | *s̱kelh₁ ¹"
"*gʷíh₃u-o-","‘life’ [m.] : Balt | *gʷieh₃⁃u"
"*h₂eg̑-io|ieh₂-","‘goat’ [sb.] : Balt | *h₂eg̑ ¹"
"↷*uih₁-tu-o|eh₂","‘willow’ [↷sb.] : Balt | *ueih₁ ²"
"*h₁uidʰ-u-","‘separation, seam’ [m.] : Balt | *h₁ueidʰ"
"*uoik-ó-","‘fighter (> young man)’ [m.] : Iran BSl | *ueik ²"
"*tu-ó-io-","‘your (sg.)’ [pron. adj.] : Balt | *tu ¹, *teu"
"*tuh₂-lo-","‘frequent, many’ [adj.] : Balt | *teu⁃h₂"
"*trosd-o|eh₂-","‘thrush (bird)’ [sb.] : BSl | *trosd"
"↷ *tomp-r-u-","‘elastic’ [↷adj.] : Balt | *temp"
"*tou⸰t-eh₂","‘tribe, people’ [sb.] : Balt | *teu⁃t"
"*tóp-io-","‘warm’ [adj.] : Balt | *tep"
"*su-o‑io-","‘his, her (possessive)’ [adj.] : Balt | *seu ¹ , *su⁃e, *s⁃e"
"*súh₀r-io-","‘salty (↪ salty thing)’ [adj.] : Balt | *suh₀r"
"*su-l-eh₂-","‘liquid extract, sap’ [f.] : IIr Balt | *seu ²"
"*sru-i̯eh₂","‘flow’ [f.] : Balt | *sr⁃eu"
"*s̱kolẖ₁-ueh₂","‘cut off piece, sliver, chip’ [f.] : Balt | *s̱kelh₁ ¹"
"*psten-io-","‘nipple’ [m.] : Celt Balt | *psten"
"? *s̱pʰerh₂-t-","‘fast, strong’ [adj.] : Balt | *s̱pʰerh₂"
"*smórd-o-","‘stench’ [m.] : BSl | *smerd"
"*s̱loi-ko-","‘slippery animal’ [m.] : Balt | *s̱lei"
"*s̱lei-ko-","‘slippery animal’ [m.] : Balt | *s̱lei"
"*k̑loi-o-","‘sledge’ [sb.] : Balt | *k̑lei"
"*k̑or-uo-","‘menstrual discharge’ [m.] : Balt | *k̑er ²"
"*si̯uh₀-tu-o-","‘twined thread’ [nt.] : Balt | *sieuh₀"
"*si̯úh₀-mn̥ / *si̯uh₀-mén-","‘band, thong, sinew’ [nt. | prot.] : Ind Gk Balt | *sieuh₀"
"*k̑ok-r̥ / *k̑okh₂-n-","‘root’ [nt.] : Balt Alb | *k̑ok"
"*rouh₀-ó-","‘ditch, moat’ [m.] : BSl | *reuh₀"
"*h₁rug-eh₁","‘belching’ [f.] : Gk | *h₁reug"
"*h₁rug-tó-","‘sour, fermented, burped’ [adj. | meso.] : It Balt | *h₁reug"
"*h₁roug-o-","‘fermenting agent’ [m.] : Balt | *h₁reug"
"*h₁róm-u- / **h₁r̥m-éu-","‘quiet, calm, peaceful’ [adj.] : Balt + | *h₁rem"
"*h₁róm-o-","‘quiet; peace’ [adj.; sb.] : Balt | *h₁rem"
"*peth₂-i-","‘shoulder, shoulder blade’ [f.] : Balt | *peth₂ ²"
"**per⸰u̯-n̥","‘rock’ [sb.] : Anat IIr | *per⁃u"
"? *per-u-","‘rock’ [sb.] : + | *per⁃u"
"*k̑ólh₀-o-","‘frost, freezing’ [m.] : Balt | *k̑elh₀"
"*néh₂u-ti- / **nh₂u-téi-","‘need, distress’ [f.] : BSl | *neh₂⁃u ²"
"↷*h₂ner-ti-eh₂","‘fury, rage’ [↷ f.] : Balt | *h₂ner"
"↷ *h₂nor-t-s-o-","‘fierceness, bravery’ [↷ m.] : Balt | *h₂ner"
"↷? *h₂nor-s-u-","‘fierce’ [↷ adj.] : Balt | *h₂ner"
"*h₂nér-tu-","‘strength’ [mf.] : Gm | *h₂ner"
"*noh₂u-i-","‘torment, death; corpse’ [mf.] : Gm BSl | *neh₂⁃u ²"
"? *nh₂u-ié- (*nū‑ie‑)","‘suffer, languish’ [pres. | ? meso.] : Sl | *neh₂⁃u ²"
"?  *noh₂u-éie-","‘torment, exhaust, tire out’ [caus. | meso.] : BSl | *neh₂⁃u ²"
"**h₃sléidʰ-u- / **h₃slidʰ-éu-","‘slippery’ [adj. | prot.] : Balt | *h₃sleidʰ"
"*h₃sloidʰ-o-","‘track, spoor’ [m.] : Sl | *h₃sleidʰ"
"↷ *h₂loiẖ₀-d-i-","‘clay’ [↷ m.] : Balt Alb | *h₂leih₀"
"*h₂r̥‑meh₂","‘arm’ [f.] : Balt | *h₂er ¹"
"*s̱kelh₁-io-","‘spear’ [sb.] : Balt | *s̱kelh₁ ¹"
"*h₂éul‑o-","‘pipe, long cavity’ [m.] : Gk It Gm Balt | *h₂eu⁃l"
"*h₂éul-i- (**h₂éu̯l̥‑i̯‑⁺) / **h₂ul-éi-","‘cavity, hollow, tube’ [m. | prot.] : Arm BSl | *h₂eu⁃l"
"*bʰod-is‑","‘better’ [adj.] : Gm | *bʰed"
"*bʰol-o-","‘white’ [adj.] : Balt Alb | *bʰel ¹"
"*h₂ekʷ-el-","‘water’ [f. ?] : Balt + | *h₂ekʷ"
"? *h₁ors-i-","‘rushing, flowing’ [adj.] : Balt | *h₁ers ²"
"?↷*h₂érh₀-d-","‘sprinkle v.’ [↷ pres. | amph.] : IIr Gk + | *h₂erh₀"
"*keh₂l-o-","‘spotted, muddy, ↪︎ mud, stain’ [adj.] : Ind Gk It Sl + | *keh₂l"
"*uidʰ⸰u-","‘wood, forest’ [sb.] : Celt Gm + | *uidʰ⁃u"
"*kers-o-","‘black’ [adj.] : Balt + | *kers ²"
"↷ *mor-i-sko-","‘marine; ↪ marsh’ [↷ adj.] : Gm Sl | *mor ¹"
"**mérk-i- / **mr̥k-éi-","‘malt’ [m.] : Celt | *mer⁃k ²"
"*mórk-u-","‘suet, fat for making soap and candles’ [m.] : Gm | *mer⁃k ²"
"*mérk- / *mr̥k-","‘soak’ [pres. | amph.] : Balt | *mer⁃k ²"
"*mork-o|eh₂-","‘pond, pool’ [sb.] : Balt + | *mer⁃k ²"
"*mork-u-h₂","‘morass, bog, swamp’ [f.] : Sl | *mer⁃k ²"
"*merg̑-i-h₂","‘wetness, corrosion’ [f.] : Celt | *mer⁃g̑ ²"
"*merk-io-","‘↪ swamp, marsh (< ‘wet’)’ [adj.] : BSl | *mer⁃k ²"
"*mr̥k-ē‑","‘droop, wither, be weak or limp’ [stat. | meso.] : It | *mer⁃k ²"
"*s̱muk-éh₂","‘slippery thing; swamp’ [f.] : Gm Balt + | *s̱meuk"
"? *h₃oust-io-","‘river mouth’ [nt.] : It | *h₃oust"
"? **péh₂⸰u- / **ph₂-éu-","‘child’ [sb. | prot.] : Gk + | *peh₂⁃u"
"*pois-o-","‘crushed material, dust, soot’ [m.] : Balt + | *peis"
"*peis-eh₂","‘crushed material, dust, soot’ [f.] : Balt | *peis"
"?*s̱ker-s-o-","‘slanting, lying across’ [adj.] : Balt | *s̱ker ²"
"*s̱k̑h₁⸰úr‑o- (*s̱k̑ū́r‑)","‘strong, hard; ↪︎blows,  storm’ [adj.] : Ind Nur Gm Sl + | *s̱k̑eh₁⁃uer"
"**uorp-o-","‘swirl, whirl’ [sb.] : Balt + | *uer⁃p"
"? *g̑ʰelh₃-m-","‘greenery’ [sb.] : Iran Balt + | *g̑ʰelh₃"
"*g̑ʰl̥h₃-o-","‘gray, blue’ [adj.] : Balt + | *g̑ʰelh₃"
"*g̑ʰu-dʰreh₂","‘clay pot’ [f.] : Gk | *g̑ʰeu"
"*tk̑oi-no|eh₂-","‘village, settled place’ [sb.] : Gk Arm + | *tk̑ei"
"*h₁ou-mo-","‘reason, understanding, mind’ [m.] : BSl | *h₁eu"
"↷ *uérh₁‑u-os / *uérh₁‑u‑es‑","‘wool’ [↷ nt. | acro.] : Gk | *uerh₁ ²"
"*u̯roh₁g̑-","‘cut, strike, mark’ [sb.] : Gk BSl | *ureh₁g̑"
"*u̯reh₁g̑-o-","‘cut n.’ [m.] : Iran BSl | *ureh₁g̑"
"*u̯reh₁g̑-i-","‘cut, split’ [m.] : Balt | *ureh₁g̑"
"*u̯reh₂g̑ʰ-o-","‘thorn, spine, spike’ [sb.] : Gk Balt | *ureh₂g̑ʰ"
"*u̯réh₂g̑ʰ-i- / *u̯r̥h₂g̑ʰ-éi-","‘spine, tine, needle’ [sb. | ? prot.] : Gk Celt Balt | *ureh₂g̑ʰ"
"*uet-us-o-","‘old’ [adj.] : Iran BSl Alb | *uet ¹"
"*ues-io-","‘price, sale’ [sb.] : Anat Iran | *ues ²"
"*ues-tro-","‘mouth of an animal, muzzle’ [sb.] : Iran | *ues⁴"
"**uólt-i- / **u̯l̥t-éi-","‘branching inflorescence, hair, vegetation’ [f. | prot.] : Gk BSl T | *uelt, ?*uel⁃t"
"?*uelt-o-","‘grass’ [sb.] : Celt | *uelt, ?*uel⁃t"
"↷ *uorẖ₁-k-io-","‘diviner, magical healer’ [↷m.] : Sl | *uerh₁  ¹"
"*u̯r̥h₁-tor- ; [nsg.] *u̯r̥h₁-tōr (*‑or‑s)","‘speaker’ [sb.] : Gk | *uerh₁  ¹"
"**uérh₁-mn̥ / **u̯rh₁-mén-","‘that which is said: statement, saying, word’ [nt. | ? prot.] : Gk | *uerh₁  ¹"
"*trob-eh₂","‘house, building’ [f.] : Balt | *treb"
"*tuéi-os / *tuéi-es-","‘fear, danger’ [nt.] : Iran | *tuei"
"*torp-éh₂","‘prosperity, growth’ [f.] : Balt | *terp"
"*tr̥p-ro-","‘satiety, surfeit’ [sb.] : Iran | *terp"
"? *tu̯m̥-ró-","‘swollen, strong, thick’ [adj.] : Ind | *tuem"
"*tum-or-","‘swelling’ [m.] : It | *tuem"
"↷ *tk̇én-ie-","‘kill’ [↷pres. | acro.] : Gk | *tk̇en"
"*tiegʷ-no-","‘revered, sacred’ [adj.] : Gk | *tiegʷ"
"*tm̥p-eh₂","‘sinew, elastic band’ [f.] : Balt | *temp"
"*témp-os / *témp-es-","‘stretch, stretched thing’ [nt.] : It | *temp"
"*tomp-ó-","‘stretched, stuffed, dull’ [adj. | meso.] : Gm Arm Sl | *temp"
"*tl̥kʷ-o-","‘talk, explanation’ [sb.] : Sl | *tlokʷ"
"*tlokʷ-éie-","‘talk, be speaking’ [iter. | meso.] : It Celt | *tlokʷ"
"↯?*treġʰ-et-","‘foot’ [m.] : Celt | *dʰreġʰ"
"*tu̯m̥-bʰ-o-","‘mound, hill’ [m.] : Celt | *tuem"
"*truk̇-","‘broken, wounded’ [adj.] : Celt | *truek̇"
"*tr̥s-tó-","‘fearful, nervous’ [adj. | meso.] : Iran | *tres"
"**trés-r","‘trembling’ [sb.] : Arm | *tres"
"*tres-to-","‘trembling’ [adj.] : Ind Gk | *tres"
"*tróm-o-","‘trembling n.’ [m.] : Gk T | *trem"
"**tróm-u- / **tr̥m-éu-","‘awful, horrifying’ [adj. | prot.] : Balt | *trem"
"*tuk-o-","‘hammer, chisel’ [m.] : Gk | *teuk ²"
"*tond-éh₂","‘cut piece, skin’ [f.] : Celt | *tend ²"
"*teh₂-lo-","‘melted’ [adj.] : Sl | *teh₂ ²"
"*tuer-to-","‘hasty, quick’ [adj.] : Iran | *tuer"
"*tomk-et-o-","‘immutable thing: destiny’ [m.] : Celt | *temk"
"*reidʰ-o|eh₂-","‘riding, ride’ [sb.] : Celt Gm | *reidʰ"
"*roin-i-","‘mound, hill’ [f.] : Sl | *roi⁃n"
"*rodʰ-o-","‘childbirth, generation, people’ [m.] : BSl | *redʰ"
"*rodʰ-ieh₂","‘fertility, abundance’ [f.] : Balt | *redʰ"
"*redʰ-o-","‘nourishment’ [m.] : Sl | *redʰ"
"*h₁róh₁-tro-","‘rowing; rudder’ [mnt.] : Gm | *h₁reh₁ ²"
"*h₃reu-ó-","‘agitated, stormy, wild’ [adj.] : Gm | *h₃r⁃eu"
"↷ *rodʰ-s-no-","‘house, habitation’ [↷nt.] : Gm | *redʰ"
"*h₃reu-s-o-","‘anger, rage, passion, fury’ [m.] : Ind | *h₃r⁃eu"
"↷ *h₂ek̑-s-ti-","‘barb, thorn, sharp stick or stalk’ [↷ f.] : BSl | *h₂ek̑"
"↷*k̇orẖ₂‑t‑to-","‘wickerwork, lattice’ [↷sb.] : Gm | *k̇er⁃h₂"
"*s̱kr-ont-","‘turning, curved’ [adj.] : BSl | *s̱ker ²"
"*s̱kr̥-uo-","‘curved’ [adj.] : It | *s̱ker ²"
"*s̱kr̥-tó-","‘convex, curved’ [adj. | meso.] : Iran Gk | *s̱ker ²"
"*s̱kr-ent-o-","‘turning, curving, twisting’ [adj.] : Sl | *s̱ker ²"
"*s̱ker-nó-","‘round’ [adj.] : Iran | *s̱ker ²"
"?**kr̥t-","‘woven object’ [sb. | amph.] : Ind Gk | *kert"
"*kr̥-né-t- / *kr̥-n-t-","‘be twisting (something), be weaving’ [pres. | hyst.] : IIr Sl | *kert"
